world_x	world_y	world_z	part_id	tag_high	ground
11166.952	0.000	-18378.274	29	47191	0.000
11014.455	0.000	-18462.229	40	47191	0.000
14047.851	0.000	-18386.261	50	47191	0.000
12623.899	0.000	-19495.239	7	47192	0.000
11755.999	0.000	-16422.853	26	47192	0.000
13275.854	0.000	-18138.016	58	47193	0.000
13021.876	0.000	-19416.730	59	47193	0.000
11582.361	0.000	-19401.164	79	47193	0.000
11242.739	0.000	-17954.006	96	47193	0.000
10290.005	0.000	-18102.788	97	47193	0.000
11237.178	0.000	-18552.629	123	47193	0.000
12868.308	0.000	-17372.986	22	47194	0.000
12980.219	0.000	-16450.604	24	47194	0.000
11313.794	0.000	-20358.603	57	47194	0.000
10290.214	0.000	-17771.640	28	47195	0.000
10679.401	0.000	-19421.677	43	47195	0.000
10869.429	0.000	-18450.844	44	47195	0.000
11871.488	0.000	-16403.014	55	47195	0.000
11247.953	0.000	-18230.012	28	47196	0.000
11248.766	0.000	-18746.354	41	47196	0.000
12273.405	0.000	-16488.817	48	47196	0.000
12600.819	0.000	-19409.967	16	47197	0.000
12600.819	0.000	-19409.967	17	47197	0.000
12600.819	0.000	-19409.967	20	47197	0.000
12600.819	0.000	-19409.967	21	47197	0.000
10836.989	0.000	-18390.791	33	47197	0.000
10279.738	0.000	-18694.426	44	47197	0.000
13502.520	0.000	-18393.623	50	47197	0.000
13166.827	0.000	-18990.404	5	47229	0.000
13282.776	0.000	-17351.514	54	47230	0.000
13188.473	0.000	-18910.229	55	47230	0.000
11858.086	0.000	-18735.048	59	47230	0.000
11758.650	0.000	-17349.087	116	47230	0.000
11310.420	0.000	-16440.437	117	47230	0.000
11320.711	0.000	-20259.051	126	47230	0.000
11342.739	0.000	-18672.852	35	47231	0.000
14276.120	0.000	-17432.387	51	47231	0.000
12254.314	0.000	-16673.600	83	47232	0.000
12251.314	0.000	-20239.600	92	47232	0.000
14177.903	0.000	-18397.670	99	47232	0.000
14288.698	0.000	-17525.474	100	47232	0.000
13049.724	0.000	-16881.155	31	47233	0.000
13068.597	0.000	-16755.632	32	47233	0.000
13291.580	0.000	-16910.545	33	47233	0.000
10277.202	0.000	-19128.375	67	47233	0.000
10309.666	0.000	-19127.121	68	47233	0.000
12109.215	0.000	-16406.009	82	47233	0.000
12640.167	0.000	-16786.282	24	47235	0.000
12874.140	0.000	-17261.908	25	47235	0.000
13089.962	0.000	-17886.935	28	30852	0.000
12517.779	0.000	-18574.874	36	30852	0.000
11326.267	0.000	-18486.359	37	30852	0.000
12255.486	0.000	-19249.035	14	30853	0.000
12878.113	0.000	-17493.985	62	47239	0.000
12675.232	0.000	-16409.800	63	47239	0.000
12008.278	0.000	-18739.024	66	47239	0.000
10368.346	0.000	-18464.183	95	47239	0.000
11309.045	0.000	-17211.967	106	47239	0.000
11380.380	0.000	-18983.288	16	47240	0.000
12482.283	0.000	-18339.062	25	30875	0.000
12642.553	0.000	-18467.778	26	30875	0.000
11636.313	0.000	-18469.064	27	30875	0.000
12237.000	0.000	-17620.000	85	47261	0.000
11328.856	0.000	-19414.906	86	47261	0.000
11234.498	0.000	-19017.100	104	47261	0.000
12249.496	0.000	-16938.335	116	47261	0.000
12237.000	0.000	-19668.000	123	47261	0.000
12247.000	0.000	-20364.000	124	47261	0.000
-8309.168	0.000	-10195.344	82	47115	0.000
-8233.894	0.000	-9446.244	83	47115	0.000
-9156.871	0.000	-8317.021	21	47117	0.002
-8241.000	0.000	-9773.000	71	47147	0.000
-9172.000	0.000	-8820.000	60	47148	0.002
-8221.000	0.000	-8650.000	74	47149	0.000
-8858.732	0.000	-9247.122	91	47149	0.000
-8221.000	0.000	-9165.000	55	47150	0.000
-8853.826	0.000	-9177.698	42	47170	0.000
-8362.042	0.000	-9169.307	39	47171	0.000
-8403.298	0.000	-9174.678	23	47172	0.000
-8208.632	0.000	-9104.119	31	47173	0.000
-8561.110	0.000	-9174.466	39	47174	0.000
-9150.000	0.000	-9966.000	87	47176	0.001
-9167.047	0.000	-8731.570	60	47188	0.002
-8821.220	0.000	-9248.569	73	47188	0.000
-8403.885	0.000	-10165.630	30	47190	0.000
-9141.635	0.000	-9241.674	31	47190	0.001
-9167.845	0.000	-8507.923	26	47191	0.002
-8289.048	0.000	-9162.274	27	47191	0.000
-8213.261	0.000	-8738.006	94	47193	0.000
-9165.995	0.000	-8886.788	95	47193	0.002
-8849.295	0.000	-10200.906	115	47193	0.004
-9179.151	0.000	-10045.593	45	47194	0.003
-9165.786	0.000	-8555.640	27	47195	0.002
-8208.047	0.000	-9014.012	27	47196	0.000
-8619.011	0.000	-9174.791	32	47197	0.000
-8226.022	0.000	-9538.945	24	47198	0.000
-8225.024	0.000	-10187.159	98	47230	0.000
-8487.215	0.000	-10168.021	57	47233	0.000
-9168.997	0.000	-9321.744	15	47238	0.001
-8227.818	0.000	-10041.967	88	47239	0.000
-8712.955	0.000	-9277.852	17	47260	0.000
-8543.096	0.000	-9256.239	98	47261	0.000
-4228.878	-5.119	-9220.174	1	14346	0.000
-3328.000	-0.630	-9223.419	7	14346	0.000
-3840.000	-0.000	-9223.041	8	14346	0.000
-4228.849	-5.559	-9205.392	9	14346	0.000
-3840.000	-0.000	-9201.747	17	14346	0.000
-3328.000	-0.638	-9202.318	18	14346	0.000
-3010.267	-3.694	-9205.282	19	14346	0.000
-3020.901	-3.712	-9220.035	20	14346	0.000
-7889.322	0.000	-9160.458	62	47115	0.000
-5075.322	0.000	-9158.458	63	47115	0.000
-4817.322	0.000	-11208.458	64	47115	0.000
-8134.701	0.000	-11221.458	75	47115	0.010
-6865.322	0.000	-10184.458	101	47115	0.000
-6087.170	0.000	-10391.949	105	47115	0.000
-5160.187	0.000	-10262.574	106	47115	0.000
-8138.641	0.000	-9172.614	54	47116	0.000
-4846.011	0.000	-9251.427	55	47116	0.000
-5077.881	0.000	-9512.791	56	47116	0.000
-5066.641	0.000	-11220.614	57	47116	0.000
-7207.888	0.000	-11218.427	75	47116	0.000
-7997.010	0.000	-9239.427	90	47116	0.000
-5156.888	0.000	-8214.949	98	47116	0.000
-5870.011	0.000	-8227.427	99	47116	0.000
-6101.881	0.000	-8488.791	100	47116	0.000
-6180.898	0.000	-9708.950	116	47116	0.000
-7114.641	0.000	-10196.614	117	47116	0.000
-5145.936	0.000	-10188.427	125	47116	0.000
-5327.888	0.000	-11202.427	128	47116	0.000
-5538.417	0.000	-11218.427	129	47116	0.000
-6084.871	0.000	-11389.021	23	47117	0.000
-8147.338	0.000	-11148.467	24	47117	0.010
-7563.484	0.000	-10265.958	25	47117	0.000
-7196.280	0.000	-9308.663	31	47117	0.000
-6109.609	0.000	-9364.215	37	47117	0.000
-968.888	0.000	-9238.427	41	47117	0.000
-5075.659	0.000	-10171.886	32	30742	0.000
-6099.659	0.000	-9147.886	37	30742	0.000
-6188.814	0.000	-9238.720	43	30742	0.000
-6086.631	0.000	-10288.249	47	30742	0.000
-4884.000	0.000	-9165.000	41	47147	0.000
-4788.000	0.000	-10189.000	42	47147	0.000
-6331.004	0.000	-10261.479	63	47147	0.000
-7198.057	0.000	-9241.807	77	47147	0.000
-7190.121	0.000	-10091.765	78	47147	0.000
-5812.000	0.000	-9165.000	91	47147	0.000
-5142.000	0.000	-9777.000	104	47147	0.000
-6108.035	0.000	-10197.269	105	47147	0.000
-6099.484	0.000	-11134.876	110	47147	0.000
-5078.393	0.000	-8930.733	49	47148	0.000
-6100.000	0.000	-11892.000	62	47148	0.000
-7438.000	0.000	-10268.000	63	47148	0.000
-6105.803	0.000	-10074.848	80	47148	0.000
-984.000	0.000	-10201.000	85	47148	0.000
-22.000	0.000	-9935.000	86	47148	0.000
-8138.000	0.000	-8738.000	50	47149	0.000
-5069.000	0.000	-9012.000	51	47149	0.000
-4948.021	0.000	-8212.891	52	47149	0.000
-5066.000	0.000	-10786.000	53	47149	0.000
-5149.000	0.000	-11722.000	76	47149	0.000
-7306.462	0.000	-11216.938	77	47149	0.000
-8132.876	0.000	-10780.373	78	47149	0.001
-6484.940	0.000	-10266.949	84	47149	0.000
-7408.926	0.000	-10190.948	96	47149	0.000
-7818.901	0.000	-9232.824	97	47149	0.000
-5172.789	0.000	-8565.662	108	47149	0.000
-6619.492	0.000	-10202.000	129	47149	0.000
-7114.000	0.000	-9762.000	130	47149	0.000
-5428.000	0.000	-9264.000	139	47149	0.000
-5863.893	0.000	-9231.718	140	47149	0.000
-5805.556	0.000	-10257.333	145	47149	0.000
-5159.572	0.000	-10894.823	146	47149	0.000
-280.726	0.000	-10197.405	156	47149	0.000
-8149.000	0.000	-8434.120	39	47150	0.000
-5077.000	0.000	-10482.120	40	47150	0.000
-5149.000	0.000	-12237.000	57	47150	0.000
-8151.000	0.000	-10442.000	58	47150	0.000
-8149.115	0.000	-10835.125	59	47150	0.001
-7122.000	0.000	-11146.867	62	47150	0.000
-7576.000	0.000	-9245.000	74	47150	0.000
-7125.000	0.000	-9458.120	80	47150	0.000
-5965.774	0.000	-9236.314	85	47150	0.000
-7126.740	0.000	-10285.881	53	47156	0.000
-5781.826	0.000	-12249.698	44	47170	0.000
-6309.847	0.000	-11236.147	45	47170	0.000
-8155.124	0.000	-9959.457	55	47170	0.000
-6033.522	0.000	-10195.345	63	47170	0.000
-5290.042	0.000	-12241.307	41	47171	0.000
-7390.575	0.000	-11230.433	42	47171	0.000
-7768.674	0.000	-10256.744	43	47171	0.000
-7127.444	0.000	-11085.944	46	47171	0.000
-7194.650	0.000	-9444.021	61	47171	0.000
-6103.895	0.000	-9951.194	63	47171	0.000
-5331.298	0.000	-12246.678	25	47172	0.000
-7193.994	0.000	-10523.190	26	47172	0.000
-6156.393	0.000	-10856.707	28	47172	0.000
-5134.498	0.000	-8352.312	43	47172	0.000
-871.222	0.000	-10205.031	56	47172	0.000
-431.752	0.000	-10207.630	57	47172	0.000
-5083.723	0.000	-8275.223	17	47173	0.000
-5136.632	0.000	-12176.119	33	47173	0.000
-7197.011	0.000	-10284.795	34	47173	0.000
-6756.866	0.000	-11232.365	36	47173	0.000
-7189.867	0.000	-9730.710	47	47173	0.000
-5141.177	0.000	-9890.597	54	47173	0.000
-18.527	0.000	-9239.540	58	47173	0.000
-4796.188	0.000	-9240.196	27	47174	0.000
-5489.110	0.000	-12246.466	41	47174	0.000
-6158.220	0.000	-11074.387	42	47174	0.000
-5820.188	0.000	-8216.196	56	47174	0.000
-5135.896	0.000	-9965.898	63	47174	0.000
-331.044	0.000	-9230.604	67	47174	0.000
-8127.213	0.000	-8238.117	39	30791	0.000
-5055.213	0.000	-10286.117	40	30791	0.000
-7103.213	0.000	-9262.117	47	30791	0.000
-6186.883	0.000	-10192.023	48	30791	0.000
-8150.999	0.000	-10280.740	77	47176	0.000
-8152.989	0.000	-10179.005	97	47176	0.000
-7191.801	0.000	-10179.294	98	47176	0.000
-6183.926	0.000	-9375.789	109	47176	0.000
-970.101	0.000	-10042.000	114	47176	0.000
-4866.807	0.000	-10186.038	43	47188	0.000
-6095.047	0.000	-11803.570	62	47188	0.000
-7247.807	0.000	-10919.037	63	47188	0.000
-7281.807	0.000	-9250.038	86	47188	0.000
-7898.807	0.000	-9241.038	87	47188	0.000
-5890.807	0.000	-9162.038	94	47188	0.000
-6107.807	0.000	-9488.663	101	47188	0.000
-5763.121	0.000	-11211.755	104	47188	0.000
-6092.541	0.000	-10526.022	105	47188	0.000
-982.807	0.000	-9782.038	116	47188	0.000
-18.581	0.000	-9844.060	117	47188	0.000
-5050.271	0.000	-8214.447	10	47190	0.000
-6191.015	0.000	-11130.519	21	47190	0.000
-6095.845	0.000	-11579.923	30	47191	0.000
-5217.048	0.000	-12234.274	31	47191	0.000
-6531.734	0.000	-10258.334	32	47191	0.000
-7185.940	0.000	-9795.908	42	47191	0.000
-5408.149	0.000	-10194.261	48	47191	0.000
-4982.623	0.000	-9165.813	12	47192	0.000
-4628.001	0.000	-9254.853	13	47192	0.000
-5652.001	0.000	-8230.853	21	47192	0.000
-5141.261	0.000	-11810.005	98	47193	0.000
-6093.995	0.000	-11958.788	99	47193	0.000
-8004.341	0.000	-11212.140	100	47193	0.000
-7116.639	0.000	-10836.164	105	47193	0.000
-5456.082	0.000	-10257.611	127	47193	0.000
-5825.639	0.000	-11209.164	128	47193	0.000
-350.639	0.000	-10197.164	138	47193	0.000
-8142.206	0.000	-9094.603	28	47194	0.000
-5070.206	0.000	-11142.603	29	47194	0.000
-7133.523	0.000	-11214.422	37	47194	0.000
-7190.151	0.000	-9931.026	49	47194	0.000
-7118.206	0.000	-10118.603	54	47194	0.000
-6093.786	0.000	-11627.640	29	47195	0.000
-7597.453	0.000	-10261.019	30	47195	0.000
-6712.461	0.000	-11224.646	32	47195	0.000
-5536.512	0.000	-8211.014	50	47195	0.000
-17.117	0.000	-9363.170	62	47195	0.000
-5136.047	0.000	-12086.012	29	47196	0.000
-7921.213	0.000	-10260.888	30	47196	0.000
-6582.308	0.000	-10255.966	32	47196	0.000
-5134.595	0.000	-8296.817	43	47196	0.000
-907.537	0.000	-10199.816	52	47196	0.000
-377.988	0.000	-9229.617	53	47196	0.000
-15.655	0.000	-9785.042	54	47196	0.000
-5547.011	0.000	-12246.790	34	47197	0.000
-6162.665	0.000	-10784.348	35	47197	0.000
-7192.854	0.000	-9505.732	46	47197	0.000
-5953.480	0.000	-10201.623	48	47197	0.000
-145.065	0.000	-9233.645	53	47197	0.000
-985.863	0.000	-9298.783	54	47197	0.000
-6684.944	0.000	-10267.340	17	47198	0.000
-6858.834	0.000	-10329.352	8	47229	0.000
-8124.666	0.000	-9561.317	15	47229	0.000
-8135.289	0.000	-8995.051	69	47230	0.000
-4625.350	0.000	-10181.087	70	47230	0.000
-5073.580	0.000	-9272.437	71	47230	0.000
-5063.289	0.000	-11043.051	72	47230	0.000
-6173.968	0.000	-10717.473	89	47230	0.000
-8135.103	0.000	-9243.987	103	47230	0.000
-5649.350	0.000	-9157.087	106	47230	0.000
-6097.580	0.000	-8248.437	107	47230	0.000
-7111.289	0.000	-10019.051	123	47230	0.000
-5158.202	0.000	-10545.118	127	47230	0.000
-5179.880	0.000	-9240.387	49	47231	0.000
-5068.686	0.000	-8440.902	52	47232	0.000
-7781.032	0.000	-11217.600	68	47232	0.000
-8157.686	0.000	-10086.600	71	47232	0.000
-5153.686	0.000	-8481.600	78	47232	0.000
-6180.686	0.000	-9999.600	89	47232	0.000
-5278.097	0.000	-10205.670	95	47232	0.000
-5167.302	0.000	-9333.474	96	47232	0.000
-5154.131	0.000	-11057.487	101	47232	0.000
-94.605	0.000	-9251.922	107	47232	0.000
-5298.785	0.000	-8214.009	77	47233	0.000
-56.785	0.000	-10130.009	95	47233	0.000
-99.606	0.000	-10130.009	96	47233	0.000
-6957.197	0.000	-10296.503	32	47234	0.000
-6177.177	0.000	-11216.133	42	47235	0.000
-5155.550	0.000	-11208.474	50	47235	0.000
-4383.062	0.000	-11389.494	1	47238	0.000
-5074.955	0.000	-10043.967	73	47239	0.000
-7338.771	0.000	-10188.967	97	47239	0.000
-6098.955	0.000	-9019.967	101	47239	0.000
-6027.620	0.000	-10791.288	21	47240	0.000
-4543.810	0.000	-11741.073	0	47260	0.000
-5158.504	0.000	-8746.335	111	47261	0.000
-6195.000	0.000	-9428.000	117	47261	0.000
-6185.000	0.000	-10124.000	118	47261	0.000
-5161.000	0.000	-10362.761	125	47261	0.000
-6079.144	0.000	-11222.906	126	47261	0.000
-2816.000	-0.000	-8207.867	2	14505	0.000
-3328.000	-0.000	-8206.451	3	14505	0.000
-2454.862	-10.655	-8204.531	4	14505	0.000
-3757.417	-3.333	-8205.744	5	14505	0.000
-2789.304	22.890	-8204.222	8	14505	0.000
-3662.374	21.850	-8201.485	13	14505	0.000
-3232.355	22.260	-8203.431	15	14505	0.000
1594.636	0.000	-9466.552	54	47115	0.000
2021.737	0.000	-10178.211	55	47115	0.000
2933.276	0.000	-10178.375	56	47115	0.000
3030.107	0.000	-8422.244	69	47115	0.000
3978.832	0.000	-9171.344	78	47115	0.000
4054.107	0.000	-8422.244	79	47115	0.000
50.945	0.000	-9264.896	89	47115	0.000
302.678	0.000	-12232.458	102	47115	1.906
1080.830	0.000	-11415.949	107	47115	0.007
2007.813	0.000	-11286.574	108	47115	0.001
4152.830	0.000	-8343.948	109	47115	0.000
5079.813	0.000	-8214.574	110	47115	0.000
3050.621	0.000	-12229.789	117	47115	5.542
2086.678	0.000	-10280.458	121	47115	0.000
3032.369	0.000	-9174.299	43	47116	0.000
1219.120	0.000	-9256.023	44	47116	0.000
1059.677	0.000	-10006.849	45	47116	0.000
58.847	0.000	-11141.654	77	47116	0.000
996.612	0.000	-10178.579	83	47116	0.000
1000.123	0.000	-9248.716	84	47116	0.000
3266.990	0.000	-9239.427	89	47116	0.000
5083.112	0.000	-9238.949	101	47116	0.000
4369.988	0.000	-9251.427	102	47116	0.000
4138.119	0.000	-9512.791	103	47116	0.000
987.102	0.000	-11756.950	118	47116	0.078
53.359	0.000	-12244.613	119	47116	2.162
1840.112	0.000	-12226.427	130	47116	4.013
1629.583	0.000	-12242.427	131	47116	3.619
4912.112	0.000	-9154.427	132	47116	0.000
4701.583	0.000	-9170.427	133	47116	0.000
2090.112	0.000	-10714.539	139	47116	0.000
5179.129	0.000	-8317.021	19	47117	0.000
4067.720	0.000	-9308.663	30	47117	0.000
1212.543	0.000	-10258.776	45	47117	0.000
2327.289	0.000	-10259.007	50	47117	0.000
2122.240	0.000	-8825.954	20	30739	0.000
1695.813	0.000	-9486.396	15	30741	0.000
2407.456	0.000	-9458.799	27	30742	0.000
2360.872	0.000	-10009.752	28	30742	0.000
4140.341	0.000	-10171.886	38	30742	0.000
979.186	0.000	-11286.720	44	30742	0.001
1081.369	0.000	-11312.249	48	30742	0.002
4153.369	0.000	-8240.249	49	30742	0.000
1516.920	0.000	-9151.169	22	30743	0.000
2564.735	0.000	-9250.515	23	30743	0.000
1634.929	0.000	-9386.042	24	30743	0.000
2104.999	0.000	-10019.559	36	30746	0.000
1106.715	0.000	-8216.636	57	47147	0.000
517.105	0.000	-10263.396	60	47147	0.000
836.996	0.000	-8213.479	64	47147	0.000
4047.000	0.000	-8749.000	69	47147	0.000
4065.943	0.000	-9241.807	75	47147	0.000
4073.879	0.000	-10091.765	76	47147	0.000
3667.000	0.000	-10265.000	89	47147	0.000
4428.000	0.000	-10189.000	92	47147	0.001
1068.516	0.000	-12158.876	111	47147	1.543
4140.516	0.000	-9086.876	112	47147	0.000
2023.990	0.000	-10268.338	116	47147	0.000
2970.779	0.000	-11299.987	122	47147	0.000
2088.787	0.000	-11220.764	126	47147	0.000
1059.000	0.000	-9890.000	43	47148	0.000
5164.000	0.000	-8820.000	58	47148	0.000
3438.000	0.000	-10291.000	73	47148	0.000
1403.336	0.000	-11175.727	93	47148	0.000
2026.088	0.000	-11001.489	94	47148	0.000
2089.000	0.000	-10889.000	106	47148	0.000
1510.450	0.000	-9461.902	34	47149	0.000
2098.270	0.000	-10132.920	35	47149	0.000
3055.828	0.000	-10067.166	36	47149	0.000
2405.268	0.000	-8223.122	61	47149	0.000
5975.464	0.000	-9327.500	71	47149	0.000
6115.000	0.000	-8650.000	72	47149	0.000
987.894	0.000	-10580.350	81	47149	0.000
683.060	0.000	-8218.949	85	47149	0.000
3429.268	0.000	-8223.122	89	47149	0.000
3855.074	0.000	-10190.948	94	47149	0.000
3445.099	0.000	-9232.824	95	47149	0.000
3371.940	0.000	-11207.865	106	47149	0.573
5067.211	0.000	-9589.662	109	47149	0.000
548.508	0.000	-12250.000	131	47149	1.997
54.000	0.000	-11810.000	132	47149	0.176
1362.445	0.000	-11281.333	147	47149	0.001
2008.428	0.000	-11918.823	148	47149	0.830
4434.445	0.000	-8209.333	149	47149	0.000
5080.428	0.000	-8846.823	150	47149	0.000
1080.000	0.000	-10676.797	161	47149	0.000
2029.387	0.000	-10835.432	162	47149	0.000
2562.628	0.000	-11231.891	172	47149	0.000
1070.879	0.000	-8517.006	47	47150	0.000
6115.000	0.000	-9165.000	53	47150	0.000
46.000	0.000	-9098.867	63	47150	0.000
534.000	0.000	-10199.000	70	47150	0.000
3688.000	0.000	-9245.000	73	47150	0.000
3374.000	0.000	-10288.000	79	47150	0.000
43.000	0.000	-11506.120	81	47150	0.005
3054.075	0.000	-11704.323	90	47150	0.000
2090.431	0.000	-10638.050	94	47150	0.000
2252.139	0.000	-9492.844	8	30771	0.000
2835.724	0.000	-9468.154	50	47156	0.000
41.260	0.000	-8237.881	54	47156	0.000
2502.578	0.000	-9486.562	18	30773	0.000
1970.737	0.000	-9008.697	14	30774	0.000
2242.116	0.000	-9256.167	10	14392	0.000
1997.721	0.000	-9119.956	11	14392	0.000
2193.229	0.000	-10199.040	27	47170	0.000
1073.577	0.000	-8564.700	37	47170	0.000
5557.462	0.000	-9231.527	39	47170	0.000
5482.174	0.000	-9177.698	40	47170	0.000
858.153	0.000	-9188.147	46	47170	0.000
223.087	0.000	-9236.307	51	47170	0.000
3108.876	0.000	-9959.457	54	47170	0.000
2022.332	0.000	-10341.979	67	47170	0.000
2092.432	0.000	-11748.000	73	47170	0.101
2091.381	0.000	-11090.730	77	47170	0.000
1320.271	0.000	-10198.853	21	47171	0.000
2017.521	0.000	-8519.300	29	47171	0.000
1821.245	0.000	-8210.464	30	47171	0.000
5184.918	0.000	-9705.045	36	47171	0.000
5973.958	0.000	-9169.307	37	47171	0.000
40.556	0.000	-9037.944	47	47171	0.000
1001.933	0.000	-10061.091	54	47171	0.000
45.541	0.000	-9392.470	55	47171	0.000
4069.350	0.000	-9444.021	60	47171	0.000
1457.885	0.000	-11225.215	67	47171	0.000
2359.167	0.000	-11297.585	73	47171	0.000
5221.728	0.000	-9546.102	20	47172	0.000
5932.702	0.000	-9174.678	21	47172	0.000
1011.607	0.000	-8808.707	29	47172	0.000
983.447	0.000	-9712.115	35	47172	0.000
5105.502	0.000	-9376.312	44	47172	0.000
2126.868	0.000	-11581.378	64	47172	0.028
1331.927	0.000	-8219.678	22	47173	0.000
1609.358	0.000	-8210.464	23	47173	0.000
5340.728	0.000	-9231.661	28	47173	0.000
