# One digest per committed p-code snapshot, so a native reader can be replayed
# against the retail parser's own writes without parsing JSON.
# Produced by tools/emit_ac6_reader_digests.py from analysis/microexec/**.ppc.json.
# digest = FNV-1a 64 over "{address:08x}:{size}:{after_hex}\n" per written run,
# in address order.
# columns: class node_offset run_count written_bytes digest
ObjBin	0x15cc10	8	1556	6ebbba5a56ed5ede
ObjBin	0x17ab00	8	1404	30a9c7aa35675ea1
ObjBin	0x1a04b0	6	44	79a4462b555be1e9
ObjBin	0x1d5230	6	44	6274c5f7a6ec3601
ObjBin	0x1d8aa0	6	44	5edc2a59034ce4ac
ObjBin	0x1e6350	8	1440	3e4b1adc4d757c53
ObjBin	0x2305e0	6	44	de7a12a8db7663d4
ObjBin	0x2593c0	8	952	58ad92b17b03ce02
ObjBin	0x27f9f0	7	1540	593a1b68d9400c10
ObjBin	0x2ddac0	7	2012	101568c003cbf3ea
ObjBin	0x313930	2	28	32682e5ffafd7ff3
OrderBin	0x4d0	2	12	651d9e5ee09982a0
OrderBin	0x540	3	12	519ee70f64860f3b
OrderBin	0xa20	3	12	08422fe9a5073a4c
OrderBin	0xdd0	3	16	b9fe7eeb62f49d09
OrderBin	0xe80	3	12	235187a57d4f1492
OrderBin	0x51f0	3	12	4d0fdc90f9ea3d1c
OrderBin	0x7c00	3	12	5de2aaf2d605793a
OrderBin	0x45560	3	12	b448072aa3648dff
OrderBin	0x46590	3	12	424d8f85ed2b5d7d
OrderBin	0x4eb30	3	12	dfef46e87159c9ad
OrderBin	0x515f0	3	12	d38cfac96345899d
OrderBin	0x53650	3	12	2edb4e3f8ee5a8e9
OrderBin	0x54450	3	12	a72cc64531aa303e
OrderBin	0x54600	3	12	d98263b7dd2af97e
OrderBin	0x568c0	3	12	32059546fdc53944
OrderBin	0x58a50	3	12	9254f167b1a207b3
OrderBin	0x58d90	2	12	56051290c25289d2
OrderBin	0x60730	3	12	2d6679edb6d90c1c
OrderBin	0x67cd0	3	16	1c82510990bc9723
OrderBin	0xa84e0	3	16	47ffad59eabd1e59
OrderBin	0xacdf0	2	12	3f10d0d7ac57e220
OrderBin	0xb9830	3	12	7f670a2102399a4e
OrderBin	0xbb6c0	3	12	8e26349d8de1eb25
OrderBin	0xda880	3	12	1886dfdf0cee198b
OrderBin	0xf2f40	3	12	16919031a77678e3
OrderBin	0xf3c10	3	12	ea615b581590fb38
OrderBin	0x168b80	3	16	d6427a6bd6ee0fee
OrderBin	0x1dbf40	2	12	8874caebe6b5e77e
OrderBin	0x1f7280	3	12	7759fcfe3f144d62
OrderBin	0x255340	3	12	0fa998335d43ffbc
OrderBin	0x258920	3	12	8a04a749eac7f69b
OrderBin	0x2f3140	3	12	d1930306c62e95aa
RadioTblBin	0x349d80	55	224	678b4616936f80c9
SetBin	0x470	2	320	a3036eb374505c9b
SetBin	0x7a60	2	612	8de628f66780a684
SetBin	0x26330	2	612	8c87417fa198038b
SetBin	0x44b60	2	688	7f85aaa42f98453f
SetBin	0x4be70	2	1348	de2630e7b2ab59a3
SetBin	0x53300	2	720	f5c7906218e43da4
SetBin	0x57cb0	2	720	3336d04694ee639a
SetBin	0x5c4b0	2	616	1938f9b3fbb881d3
SetBin	0x60a50	2	616	7cc5d0c9c9ac3efd
SetBin	0x92d50	2	160	53d7f89ec307050d
SetBin	0x94b20	2	160	e6c04b7e619b0741
SetBin	0x971b0	2	264	bca739c0fbc3f7b9
SetBin	0x99ac0	2	2544	94b287b1f0a8a45a
SetBin	0xb8b30	2	208	29e923f2bd433867
SetBin	0xc76c0	2	160	b6fcb315b689190c
SetBin	0x109d10	2	864	a620dbffa2cf52bf
SetBin	0x11e770	2	648	f14ba08b8bc892a4
SetBin	0x1673b0	2	512	7ea14061ef38f297
SetBin	0x1b3270	2	892	de1bbfed5c7eb7e9
SetBin	0x1dbe20	2	2592	279f75459e40aa9f
SetBin	0x2316f0	2	312	7b065392166ba49f
SetBin	0x2693e0	2	1400	0ee6417116be1ff2
SetBin	0x2e9c30	2	352	684652d0c5497e72
SetBin	0x30cc60	2	956	7977efef67933613
SubMisBin	0x349920	3	104	20481720e7a7c9cc
SubMisBin	0x349a60	3	60	b1ac3ed7b186f67c
SubMisBin	0x349b50	3	104	feced521a530b901
SubMisBin	0x349c90	3	60	9530d01b23d23d97
SubMisTblBin	0x3498e0	9	352	84094eaa9738df69
