# The contracted flight chain, stepped 180 times at 1/60 s.
# Produced by ac6-retail-flight-session-tests --emit-trajectory.
#
# The stick: one second of pitch, one of roll, one centred. Nothing here
# is retail data -- the aircraft numbers are the base constructor's
# defaults and the gains are chosen. What IS retail is every rule the
# chain applies to them, each with its own micro-execution differential.
#
# POSITION IS ABSENT, and not by omission: the live model's position step
# is 0x823042D0, which cycle 1383 showed depends on vrefp and vrsqrtefp,
# estimate instructions whose exact bits belong to the console. The
# aeroplane changes attitude here; it does not move.
#
# frame	cmd36	cmd44	cmd40	at304	at308	at312	rate144	row0x	row0y	row0z	row1x	row1y	row1z	row2x	row2y	row2z
12	1	0	0	0.994417906	0	0	0.727320611	1	0	0	0	0.999998689	0.00174191559	0	-0.00174191559	0.999998689
13	1	0	0	1	0	0	0.819249332	1	0	0	0	0.999998331	0.00194969261	0	-0.00194969261	0.999998331
14	1	0	0	1	0	0	0.911762357	1	0	0	0	0.999997914	0.00215746951	0	-0.00215746951	0.999997914
15	1	0	0	1	0	0	1.00474966	1	0	0	0	0.999997437	0.00236524642	0	-0.00236524642	0.999997437
16	1	0	0	1	0	0	1.09809864	1	0	0	0	0.99999696	0.00257302308	0	-0.00257302308	0.99999696
17	1	0	0	1	0	0	1.19169486	1	0	0	0	0.999996424	0.00278079975	0	-0.00278079975	0.999996424
18	1	0	0	1	0	0	1.28542221	1	0	0	0	0.999995828	0.00298857642	0	-0.00298857642	0.999995828
19	1	0	0	1	0	0	1.37916386	1	0	0	0	0.999995232	0.00319635286	0	-0.00319635286	0.999995232
20	1	0	0	1	0	0	1.47280264	1	0	0	0	0.999994576	0.0034041293	0	-0.0034041293	0.999994576
21	1	0	0	1	0	0	1.56622171	1	0	0	0	0.999993861	0.0036119055	0	-0.0036119055	0.999993861
22	1	0	0	1	0	0	1.6593051	1	0	0	0	0.999993086	0.00381968147	0	-0.00381968147	0.999993086
23	1	0	0	1	0	0	1.75193822	1	0	0	0	0.999992311	0.00402745744	0	-0.00402745744	0.999992311
24	1	0	0	1	0	0	1.84400856	1	0	0	0	0.999991477	0.00423523318	0	-0.00423523318	0.999991477
25	1	0	0	1	0	0	1.93540633	1	0	0	0	0.999990582	0.00444300892	0	-0.00444300892	0.999990582
26	1	0	0	1	0	0	2.02602434	1	0	0	0	0.999989688	0.00465078419	0	-0.00465078419	0.999989688
27	1	0	0	1	0	0	2.11575961	1	0	0	0	0.999988735	0.00485855946	0	-0.00485855946	0.999988735
28	1	0	0	1	0	0	2.2045126	1	0	0	0	0.999987721	0.00506633427	0	-0.00506633427	0.999987721
29	1	0	0	1	0	0	2.29218864	1	0	0	0	0.999986649	0.00527410908	0	-0.00527410908	0.999986649
30	1	0	0	1	0	0	2.37869763	1	0	0	0	0.999985576	0.00548188342	0	-0.00548188342	0.999985576
31	1	0	0	1	0	0	2.46395469	1	0	0	0	0.999984443	0.00568965776	0	-0.00568965776	0.999984443
32	1	0	0	1	0	0	2.54788017	1	0	0	0	0.999983251	0.00589743163	0	-0.00589743163	0.999983251
33	1	0	0	1	0	0	2.62961745	1	0	0	0	0.999981999	0.00610520551	0	-0.00610520551	0.999981999
34	1	0	0	1	0	0	2.70863032	1	0	0	0	0.999980748	0.00631297892	0	-0.00631297892	0.999980748
35	1	0	0	1	0	0	2.78500938	1	0	0	0	0.999979436	0.00652075233	0	-0.00652075233	0.999979436
36	1	0	0	1	0	0	2.85884237	1	0	0	0	0.999978065	0.00672852527	0	-0.00672852527	0.999978065
37	1	0	0	1	0	0	2.93021441	1	0	0	0	0.999976695	0.00693629822	0	-0.00693629822	0.999976695
38	1	0	0	1	0	0	2.99920726	1	0	0	0	0.999975264	0.0071440707	0	-0.0071440707	0.999975264
39	1	0	0	1	0	0	3.06590033	1	0	0	0	0.999973774	0.00735184271	0	-0.00735184271	0.999973774
40	1	0	0	1	0	0	3.13037038	1	0	0	0	0.999972224	0.00755961472	0	-0.00755961472	0.999972224
41	1	0	0	1	0	0	3.19269133	1	0	0	0	0.999970675	0.00776738627	0	-0.00776738627	0.999970675
42	1	0	0	1	0	0	3.25293493	1	0	0	0	0.999969065	0.00797515735	0	-0.00797515735	0.999969065
43	1	0	0	1	0	0	3.31117034	1	0	0	0	0.999967396	0.00818292797	0	-0.00818292797	0.999967396
44	1	0	0	1	0	0	3.36746478	1	0	0	0	0.999965668	0.00839069858	0	-0.00839069858	0.999965668
45	1	0	0	1	0	0	3.42188263	1	0	0	0	0.999963939	0.0085984692	0	-0.0085984692	0.999963939
46	1	0	0	1	0	0	3.47448659	1	0	0	0	0.999962151	0.00880623888	0	-0.00880623888	0.999962151
47	1	0	0	1	0	0	3.52533698	1	0	0	0	0.999960303	0.00901400857	0	-0.00901400857	0.999960303
48	1	0	0	1	0	0	3.57449245	1	0	0	0	0.999958456	0.00922177732	0	-0.00922177732	0.999958456
49	1	0	0	1	0	0	3.62200928	1	0	0	0	0.999956548	0.00942954607	0	-0.00942954607	0.999956548
50	1	0	0	1	0	0	3.66794229	1	0	0	0	0.999954581	0.00963731483	0	-0.00963731483	0.999954581
51	1	0	0	1	0	0	3.71234417	1	0	0	0	0.999952555	0.00984508265	0	-0.00984508265	0.999952555
52	1	0	0	1	0	0	3.75526595	1	0	0	0	0.999950528	0.0100528505	0	-0.0100528505	0.999950528
53	1	0	0	1	0	0	3.79675698	1	0	0	0	0.999948442	0.0102606174	0	-0.0102606174	0.999948442
54	1	0	0	1	0	0	3.83686519	1	0	0	0	0.999946296	0.0104683843	0	-0.0104683843	0.999946296
55	1	0	0	1	0	0	3.87563634	1	0	0	0	0.99994415	0.0106761502	0	-0.0106761502	0.99994415
56	1	0	0	1	0	0	3.91311502	1	0	0	0	0.999941945	0.0108839162	0	-0.0108839162	0.999941945
57	1	0	0	1	0	0	3.94934464	1	0	0	0	0.99993968	0.0110916812	0	-0.0110916812	0.99993968
58	1	0	0	1	0	0	3.98436642	1	0	0	0	0.999937356	0.0112994462	0	-0.0112994462	0.999937356
59	1	0	0	1	0	0	4.0182209	1	0	0	0	0.999935031	0.0115072103	0	-0.0115072103	0.999935031
60	1	0	1	1	0	0.166666687	4.05094671	1	0.000174521192	2.04464914e-06	-0.00017453295	0.999932647	0.0117149744	0	-0.0117149744	0.999932647
61	1	0	1	1	0	0.31250003	4.082582	0.999999881	0.000501747592	5.9463564e-06	-0.000501782226	0.999930084	0.0119227357	3.62639874e-08	-0.0119227376	0.999930203
62	1	0	1	1	0	0.440104187	4.11316252	0.999999523	0.000962590217	1.15370112e-05	-0.000962658145	0.999927223	0.0121304942	1.40522943e-07	-0.0121305007	0.9999277
63	1	0	1	1	0	0.551757812	4.14272356	0.999998808	0.00154034595	1.86660473e-05	-0.00154045701	0.999924004	0.0123382481	3.40541476e-07	-0.012338263	0.999925196
64	1	0	1	1	0	0.649454772	4.17129946	0.999997497	0.00222039968	2.71986792e-05	-0.00222056312	0.99992013	0.0125459945	6.60613523e-07	-0.0125460243	0.999922633
65	1	0	1	1	0	0.734939575	4.19892263	0.99999547	0.00298996223	3.70143061e-05	-0.00299018715	0.999915481	0.0127537316	1.12199609e-06	-0.0127537847	0.999920011
66	1	0	1	1	0	0.809738815	4.22562504	0.999992549	0.00383784366	4.8005073e-05	-0.00383813819	0.999909937	0.0129614556	1.7432892e-06	-0.0129615441	0.999917388
67	1	0	1	1	0	0.875188112	4.25143766	0.999988616	0.0047542518	6.00745698e-05	-0.00475462386	0.999903321	0.0131691666	2.54076713e-06	-0.0131693026	0.999914706
68	1	0	1	1	0	0.932456255	4.2763896	0.99998349	0.00573061826	7.31366526e-05	-0.00573107554	0.999895453	0.0133768609	3.52867005e-06	-0.0133770602	0.999911964
69	1	0	1	1	0	0.98256588	4.30050993	0.999977052	0.00675944518	8.71143784e-05	-0.00675999466	0.999886215	0.0135845374	4.71945759e-06	-0.0135848159	0.999909163
70	1	0	1	1	0	1	4.32382631	0.999969423	0.00780651672	0.000101557591	-0.00780716352	0.999875784	0.0137921972	6.12403119e-06	-0.0137925697	0.999906361
71	1	0	1	1	0	1	4.34636545	0.999960721	0.00885357708	0.00011621826	-0.00885432307	0.999864221	0.0139998412	7.74618275e-06	-0.0140003208	0.9999035
72	1	0	1	1	0	1	4.3681531	0.999950886	0.00990062486	0.000131096356	-0.0099014733	0.999851465	0.0142074693	9.58591045e-06	-0.01420807	0.999900579
73	1	0	1	1	0	1	4.38921452	0.999939978	0.0109476577	0.000146191873	-0.0109486114	0.999837577	0.0144150816	1.1643212e-05	-0.0144158164	0.999897599
74	1	0	1	1	0	1	4.40957403	0.999927998	0.0119946767	0.000161504795	-0.0119957374	0.999822617	0.0146226771	1.39180847e-05	-0.01462356	0.999894619
75	1	0	1	1	0	1	4.42925501	0.999914885	0.0130416788	0.000177035094	-0.0130428504	0.999806464	0.0148302549	1.64105259e-05	-0.0148313008	0.999891579
76	1	0	1	1	0	1	4.44827986	0.999900699	0.0140886623	0.000192782754	-0.0140899476	0.999789178	0.015037816	1.91205345e-05	-0.0150390379	0.99988848
77	1	0	1	1	0	1	4.46667051	0.99988538	0.0151356282	0.000208747777	-0.0151370298	0.999770761	0.0152453594	2.20481052e-05	-0.0152467713	0.99988538
78	1	0	1	1	0	1	4.48444796	0.999868989	0.0161825735	0.000224930118	-0.0161840934	0.99975121	0.015452886	2.51932361e-05	-0.0154545009	0.999882221
79	1	0	1	1	0	1	4.50163317	0.999851525	0.0172294974	0.000241329777	-0.0172311384	0.999730527	0.015660394	2.85559236e-05	-0.0156622268	0.999879003
80	1	0	1	1	0	1	4.51824522	0.999832928	0.0182764009	0.000257946725	-0.0182781648	0.999708652	0.0158678833	3.21361622e-05	-0.015869949	0.999875724
81	1	0	1	1	0	1	4.53430367	0.999813259	0.0193232801	0.000274780934	-0.0193251707	0.999685705	0.0160753559	3.59339501e-05	-0.0160776656	0.999872446
82	1	0	1	1	0	1	4.5498271	0.999792457	0.0203701332	0.000291832403	-0.0203721542	0.999661624	0.0162828099	3.99492819e-05	-0.0162853785	0.999869108
83	1	0	1	1	0	1	4.56483269	0.999770582	0.0214169621	0.000309101131	-0.0214191154	0.999636352	0.0164902452	4.41821539e-05	-0.0164930858	0.999865711
84	1	0	1	1	0	1	4.57933807	0.999747634	0.0224637631	0.000326587062	-0.0224660523	0.999610007	0.016697662	4.86325589e-05	-0.0167007875	0.999862313
85	1	0	1	1	0	1	4.59335995	0.999723554	0.023510538	0.000344290194	-0.0235129651	0.999582469	0.0169050582	5.33004932e-05	-0.0169084836	0.999858856
86	1	0	1	1	0	1	4.60691452	0.9996984	0.0245572813	0.0003622105	-0.024559848	0.9995538	0.0171124358	5.81859531e-05	-0.0171161741	0.99985534
87	1	0	1	1	0	1	4.62001753	0.999672174	0.0256039947	0.000380347949	-0.0256067049	0.999523997	0.0173197929	6.32889351e-05	-0.017323859	0.999851763
88	1	0	1	1	0	1	4.63268375	0.999644816	0.0266506765	0.000398702541	-0.0266535319	0.999493062	0.0175271314	6.86094281e-05	-0.0175315365	0.999848187
89	1	0	1	1	0	1	4.6449275	0.999616385	0.0276973248	0.000417274248	-0.0277003273	0.999460995	0.0177344512	7.41474287e-05	-0.0177392084	0.999844551
90	1	0	1	1	0	1	4.65676308	0.999586821	0.0287439395	0.000436063041	-0.0287470929	0.999427736	0.0179417487	7.99029294e-05	-0.0179468729	0.999840856
91	1	0	1	1	0	1	4.66820431	0.999556184	0.0297905188	0.000455068919	-0.029793825	0.999393344	0.0181490276	8.58759231e-05	-0.0181545317	0.999837101
92	1	0	1	1	0	1	4.67926407	0.999524474	0.0308370609	0.000474291854	-0.0308405217	0.999357879	0.0183562841	9.20664024e-05	-0.0183621831	0.999833345
93	1	0	1	1	0	1	4.68995523	0.999491632	0.0318835638	0.000493731815	-0.0318871848	0.999321222	0.0185635202	9.84743601e-05	-0.0185698271	0.999829531
94	1	0	1	1	0	1	4.7002902	0.999457717	0.0329300277	0.000513388717	-0.0329338126	0.999283433	0.0187707357	0.000105099796	-0.0187774636	0.999825656
95	1	0	1	1	0	1	4.71028042	0.999422669	0.0339764506	0.000533262617	-0.0339803994	0.999244511	0.0189779289	0.000111942696	-0.0189850926	0.999821782
96	1	0	1	1	0	1	4.7199378	0.999386549	0.0350228325	0.000553353515	-0.0350269526	0.999204457	0.0191850998	0.000119003053	-0.0191927124	0.999817848
97	1	0	1	1	0	1	4.72927332	0.999349356	0.0360691734	0.000573661353	-0.0360734612	0.99916327	0.0193922482	0.000126280866	-0.0194003247	0.999813855
98	1	0	1	1	0	1	4.73829746	0.99931103	0.0371154733	0.000594186131	-0.0371199325	0.999120891	0.0195993744	0.000133776106	-0.0196079277	0.999809802
99	1	0	1	1	0	1	4.74702072	0.999271631	0.0381617285	0.000614927791	-0.0381663628	0.999077439	0.0198064782	0.000141488781	-0.0198155232	0.999805748
100	1	0	1	1	0	1	4.75545359	0.9992311	0.0392079353	0.000635886274	-0.0392127484	0.999032855	0.0200135596	0.000149418891	-0.0200231094	0.999801636
101	1	0	1	1	0	1	4.76360512	0.999189496	0.0402540937	0.000657061639	-0.0402590893	0.998987079	0.0202206168	0.000157566406	-0.0202306863	0.999797463
102	1	0	1	1	0	1	4.77148485	0.999146819	0.0413002037	0.000678453827	-0.0413053818	0.99894017	0.0204276536	0.000165931328	-0.0204382539	0.999793291
103	1	0	1	1	0	1	4.77910185	0.99910301	0.0423462652	0.000700062781	-0.0423516296	0.998892128	0.0206346679	0.000174513654	-0.0206458103	0.999789059
104	1	0	1	1	0	1	4.78646517	0.999058127	0.0433922745	0.000721888558	-0.0433978289	0.998842955	0.0208416563	0.000183313357	-0.0208533574	0.999784768
105	1	0	1	1	0	1	4.79358292	0.999012172	0.0444382317	0.000743931043	-0.0444439799	0.998792648	0.0210486222	0.000192330437	-0.0210608952	0.999780416
106	1	0	1	1	0	1	4.80046368	0.998965085	0.0454841368	0.000766190235	-0.0454900786	0.99874121	0.0212555639	0.000201564893	-0.0212684218	0.999776065
107	1	0	1	1	0	1	4.80711508	0.998916924	0.046529986	0.000788666133	-0.0465361252	0.998688638	0.0214624815	0.000211016697	-0.0214759372	0.999771655
108	1	0	1	1	0	1	4.81354475	0.998867631	0.0475757793	0.000811358739	-0.047582116	0.998634934	0.0216693748	0.000220685848	-0.0216834415	0.999767184
109	1	0	1	1	0	1	4.81975985	0.998817265	0.0486215167	0.000834267994	-0.0486280583	0.998580039	0.0218762439	0.000230572332	-0.0218909346	0.999762654
110	1	0	1	1	0	1	4.82576799	0.998765826	0.0496671945	0.000857393781	-0.049673941	0.99852407	0.0220830869	0.000240676134	-0.0220984165	0.999758124
111	1	0	1	1	0	1	4.83157587	0.998713255	0.0507128164	0.000880736217	-0.0507197715	0.998466909	0.0222899057	0.000250997255	-0.0223058872	0.999753535
112	1	0	1	1	0	1	4.83719015	0.998659611	0.0517583787	0.000904295186	-0.0517655425	0.998408616	0.0224966984	0.000261535664	-0.0225133467	0.999748886
113	1	0	1	1	0	1	4.84261703	0.998604894	0.0528038777	0.000928070745	-0.0528112538	0.998349249	0.0227034651	0.000272291363	-0.0227207933	0.999744236
114	1	0	1	1	0	1	4.8478632	0.998549044	0.0538493134	0.000952062779	-0.0538569055	0.998288691	0.0229102038	0.000283264351	-0.0229282267	0.999739528
115	1	0	1	1	0	1	4.85293436	0.998492122	0.0548946857	0.000976271287	-0.054902494	0.998227	0.0231169183	0.000294454599	-0.023135649	0.999734759
116	1	0	1	1	0	1	4.85783672	0.998434067	0.055939991	0.00100069621	-0.0559480228	0.998164177	0.0233236048	0.000305862079	-0.0233430583	0.999729931
117	1	0	1	1	0	1	4.86257553	0.998374939	0.0569852293	0.00102533761	-0.0569934882	0.998100221	0.0235302635	0.000317486818	-0.0235504545	0.999725103
118	1	0	1	1	0	1	4.86715651	0.998314738	0.0580304042	0.00105019542	-0.0580388866	0.998035133	0.0237368979	0.000329328759	-0.0237578377	0.999720216
119	1	0	1	1	0	1	4.87158442	0.998253405	0.0590755083	0.00107526954	-0.0590842217	0.997968853	0.0239435043	0.000341387931	-0.023965206	0.999715269
120	1	0	1	1	0	1	4.87586498	0.998190999	0.0601205416	0.00110056007	-0.060129486	0.99790144	0.0241500828	0.000353664305	-0.0241725612	0.999710321
121	1	0	1	1	0	1	4.88000298	0.99812752	0.0611655042	0.0011260669	-0.0611746795	0.997832954	0.0243566334	0.000366157852	-0.0243799016	0.999705315
122	1	0	1	1	0	1	4.88400269	0.998062909	0.0622103922	0.00115179003	-0.0622198097	0.997763276	0.0245631579	0.000378868572	-0.0245872289	0.999700248
123	1	0	1	1	0	1	4.88786936	0.997997224	0.0632552058	0.00117772946	-0.0632648692	0.997692466	0.0247696526	0.000391796435	-0.0247945413	0.999695122
124	1	0	1	1	0	1	4.89160728	0.997930408	0.0642999411	0.00120388507	-0.0643098503	0.997620583	0.0249761213	0.000404941442	-0.0250018388	0.999689996
125	1	0	1	1	0	1	4.89522028	0.997862518	0.0653446019	0.00123025686	-0.0653547645	0.997547507	0.0251825601	0.000418303563	-0.0252091214	0.999684811
126	1	0	1	1	0	1	4.89871311	0.997793555	0.0663891882	0.00125684484	-0.0663995966	0.9974733	0.0253889691	0.0004318828	-0.0254163891	0.999679565
127	1	0	1	1	0	1	4.90208912	0.99772346	0.0674337	0.00128364889	-0.0674443543	0.997397959	0.0255953502	0.000445679121	-0.0256236419	0.999674261
128	1	0	1	1	0	1	4.90535259	0.997652292	0.0684781298	0.00131066912	-0.0684890375	0.997321486	0.0258017015	0.000459692528	-0.0258308779	0.999668956
129	1	0	1	1	0	1	4.90850735	0.997580051	0.0695224777	0.00133790541	-0.0695336387	0.997243881	0.0260080248	0.000473922992	-0.0260380991	0.999663591
130	1	0	1	1	0	1	4.9115572	0.997506678	0.0705667436	0.00136535778	-0.0705781654	0.997165143	0.0262143165	0.000488370482	-0.0262453035	0.999658167
131	1	0	1	1	0	1	4.91450548	0.997432232	0.0716109276	0.00139302621	-0.0716226101	0.997085273	0.0264205765	0.000503035029	-0.0264524911	0.999652743
132	1	0	1	1	0	1	4.91735554	0.997356713	0.0726550296	0.00142091059	-0.0726669803	0.997004271	0.0266268086	0.000517916575	-0.0266596619	0.99964726
133	1	0	1	1	0	1	4.92011023	0.997280061	0.0736990497	0.0014490108	-0.0737112686	0.996922135	0.026833009	0.000533015118	-0.026866816	0.999641716
134	1	0	1	1	0	1	4.92277336	0.997202337	0.0747429803	0.00147732696	-0.0747554675	0.996838808	0.0270391796	0.00054833066	-0.0270739533	0.999636114
135	1	0	1	1	0	1	4.92534781	0.997123539	0.0757868215	0.00150585896	-0.0757995844	0.996754408	0.0272453185	0.000563863141	-0.0272810739	0.999630511
136	1	0	1	1	0	1	4.92783642	0.99704361	0.0768305734	0.00153460691	-0.0768436119	0.996668816	0.0274514258	0.000579612562	-0.0274881776	0.999624848
137	1	0	1	1	0	1	4.93024206	0.996962607	0.0778742284	0.00156357069	-0.07788755	0.996582091	0.0276575033	0.000595578924	-0.0276952628	0.999619126
138	1	0	1	1	0	1	4.93256712	0.996880531	0.0789177939	0.0015927502	-0.0789313987	0.996494234	0.0278635491	0.000611762167	-0.0279023293	0.999613404
139	1	0	1	1	0	1	4.93481493	0.996797323	0.0799612701	0.00162214553	-0.079975158	0.996405244	0.0280695632	0.000628162292	-0.0281093791	0.999607623
140	1	0	1	1	0	1	4.93698788	0.996713042	0.0810046494	0.00165175658	-0.0810188204	0.996315122	0.0282755457	0.000644779298	-0.0283164103	0.999601781
141	1	0	1	1	0	1	4.93908834	0.996627688	0.0820479393	0.00168158324	-0.0820623934	0.996223867	0.0284814946	0.000661613187	-0.0285234228	0.999595881
142	1	0	1	1	0	1	4.94111872	0.996541202	0.0830911323	0.00171162561	-0.083105877	0.99613148	0.0286874138	0.000678663899	-0.0287304148	0.99958998
143	1	0	1	1	0	1	4.94308138	0.996453643	0.0841342285	0.00174188358	-0.0841492638	0.99603796	0.0288932994	0.000695931434	-0.0289373882	0.999584019
144	1	0	1	1	0	1	4.94497871	0.996365011	0.0851772279	0.00177235715	-0.0851925611	0.995943308	0.0290991515	0.000713415735	-0.029144343	0.999577999
145	1	0	1	1	0	1	4.94681263	0.996275246	0.0862201229	0.00180304633	-0.0862357616	0.995847523	0.0293049719	0.000731116801	-0.0293512773	0.999571979
146	1	0	1	1	0	1	4.94858551	0.996184409	0.087262921	0.00183395098	-0.0872788653	0.995750606	0.029510757	0.000749034632	-0.0295581911	0.999565899
147	1	0	1	1	0	1	4.95029926	0.996092498	0.0883056149	0.00186507113	-0.0883218646	0.995652556	0.0297165066	0.000767169171	-0.0297650862	0.99955976
148	1	0	1	1	0	1	4.9519558	0.995999455	0.0893482119	0.00189640664	-0.0893647671	0.995553374	0.0299222209	0.000785520475	-0.0299719609	0.999553561
149	1	0	1	1	0	1	4.95355749	0.99590534	0.0903907046	0.00192795752	-0.0904075652	0.99545306	0.0301279034	0.000804088428	-0.0301788151	0.999547362
150	1	0	1	1	0	1	4.95510578	0.995810151	0.0914330781	0.00195972389	-0.0914502591	0.995351613	0.0303335506	0.000822873088	-0.030385647	0.999541104
151	1	0	1	1	0	1	4.9566021	0.99571383	0.0924753472	0.0019917055	-0.0924928486	0.995249033	0.0305391625	0.000841874396	-0.0305924583	0.999534786
152	1	0	1	1	0	1	4.95804882	0.995616436	0.0935175121	0.00202390226	-0.0935353339	0.995145261	0.0307447407	0.000861092296	-0.0307992492	0.999528468
153	1	0	1	1	0	1	4.95944738	0.995517969	0.0945595652	0.00205631438	-0.0945777074	0.995040417	0.0309502836	0.000880526844	-0.0310060177	0.99952209
154	1	0	1	1	0	1	4.96079922	0.99541837	0.0956015065	0.00208894163	-0.0956199765	0.99493444	0.0311557911	0.000900177925	-0.0312127639	0.999515653
155	1	0	1	1	0	1	4.96210575	0.995317698	0.0966433436	0.00212178426	-0.0966621339	0.994827271	0.0313612632	0.000920045597	-0.0314194895	0.999509156
156	1	0	1	1	0	1	4.96336889	0.995215952	0.0976850614	0.00215484202	-0.0977041796	0.994718969	0.0315666981	0.000940129801	-0.031626191	0.999502659
157	1	0	1	1	0	1	4.96459007	0.995113075	0.0987266675	0.00218811492	-0.0987461209	0.994609594	0.0317720957	0.000960430538	-0.0318328701	0.999496102
158	1	0	1	1	0	1	4.96577024	0.995009124	0.0997681618	0.00222160295	-0.0997879505	0.994499028	0.0319774598	0.000980947749	-0.0320395268	0.999489486
159	1	0	1	1	0	1	4.96691132	0.994904101	0.100809537	0.00225530588	-0.100829668	0.994387329	0.0321827829	0.00100168143	-0.0322461613	0.99948287
160	1	0	1	1	0	1	4.96801424	0.994798005	0.1018508	0.00228922395	-0.101871267	0.994274557	0.0323880725	0.00102263154	-0.0324527733	0.999476194
161	1	0	1	1	0	1	4.96908045	0.994690776	0.102891944	0.00232335692	-0.102912746	0.994160652	0.0325933248	0.00104379805	-0.0326593593	0.999469459
162	1	0	1	1	0	1	4.97011089	0.994582474	0.103932969	0.0023577048	-0.103954114	0.994045556	0.0327985398	0.00106518099	-0.0328659229	0.999462664
163	1	0	1	1	0	1	4.97110701	0.9944731	0.104973875	0.00239226758	-0.104995362	0.993929327	0.0330037177	0.00108678034	-0.0330724642	0.999455869
164	1	0	1	1	0	1	4.97207022	0.994362593	0.106014647	0.00242704502	-0.106036492	0.993812025	0.0332088582	0.00110859598	-0.0332789794	0.999449015
165	1	0	1	1	0	1	4.973001	0.994251013	0.107055299	0.00246203737	-0.107077494	0.993693531	0.0334139615	0.00113062793	-0.0334854722	0.999442101
166	1	0	1	1	0	1	4.97390079	0.99413836	0.108095825	0.00249724439	-0.10811837	0.993573904	0.0336190276	0.00115287618	-0.033691939	0.999435186
167	1	0	1	1	0	1	4.97477055	0.994024575	0.109136224	0.00253266632	-0.109159134	0.993453205	0.0338240527	0.00117534073	-0.0338983797	0.999428213
168	1	0	1	1	0	1	4.97561169	0.993909717	0.110176496	0.00256830291	-0.110199772	0.993331373	0.0340290405	0.00119802158	-0.034104798	0.999421179
169	1	0	1	1	0	1	4.97642469	0.993793786	0.111216642	0.00260415417	-0.111240283	0.993208349	0.0342339911	0.00122091861	-0.0343111902	0.999414086
170	1	0	1	1	0	1	4.97721052	0.993676782	0.112256661	0.00264021987	-0.112280667	0.993084192	0.0344389006	0.00124403182	-0.0345175564	0.999406993
171	1	0	1	1	0	1	4.97797012	0.993558645	0.113296546	0.00267650024	-0.113320924	0.992958963	0.034643773	0.00126736122	-0.0347238965	0.999399841
172	1	0	1	1	0	1	4.97870445	0.993439436	0.114336304	0.00271299528	-0.114361055	0.992832541	0.0348486044	0.00129090669	-0.0349302106	0.999392629
173	1	0	1	1	0	1	4.97941446	0.993319154	0.115375929	0.00274970476	-0.115401052	0.992704988	0.0350533947	0.00131466833	-0.0351364985	0.999385417
174	1	0	1	1	0	1	4.98010063	0.993197799	0.116415419	0.00278662867	-0.116440915	0.992576361	0.0352581479	0.00133864605	-0.0353427604	0.999378145
175	1	0	1	1	0	1	4.98076391	0.993075311	0.117454775	0.00282376702	-0.117480651	0.992446601	0.03546286	0.00136283983	-0.0355489962	0.999370813
176	1	0	1	1	0	1	4.98140526	0.992951751	0.118493997	0.00286111934	-0.118520252	0.99231565	0.0356675312	0.00138724968	-0.0357552059	0.999363422
177	1	0	1	1	0	1	4.98202515	0.992827117	0.119533069	0.0028986861	-0.119559713	0.992183566	0.0358721614	0.00141187548	-0.0359613858	0.999356031
178	1	0	1	1	0	1	4.98262453	0.992701352	0.120572008	0.00293646706	-0.120599039	0.992050409	0.0360767506	0.00143671723	-0.0361675397	0.999348581
179	1	0	1	1	0	1	4.98320389	0.992574513	0.121610805	0.00297446246	-0.121638231	0.99191612	0.0362812988	0.00146177493	-0.0363736637	0.999341071
