angle	which	retail	port	verdict
-2.878422737121582	cos	-0.9655701518058777	-0.9655701518058777	ok
-2.8455264568328857	sin	-0.29176002740859985	-0.29176002740859985	ok
-2.8455264568328857	cos	-0.9564914107322693	-0.9564914107322693	ok
-2.8126301765441895	sin	-0.32306137681007385	-0.32306137681007385	ok
-2.8126301765441895	cos	-0.9463778138160706	-0.9463778138160706	ok
-2.779733896255493	sin	-0.35401326417922974	-0.35401326417922974	ok
-2.779733896255493	cos	-0.9352402687072754	-0.9352402687072754	ok
-2.746837615966797	sin	-0.3845822513103485	-0.3845822513103485	ok
-2.746837615966797	cos	-0.9230908155441284	-0.9230908155441284	ok
-2.7139413356781006	sin	-0.4147348999977112	-0.4147348999977112	ok
-2.7139413356781006	cos	-0.9099423289299011	-0.9099423289299011	ok
-2.6810450553894043	sin	-0.4444388747215271	-0.4444388747215271	ok
-2.6810450553894043	cos	-0.8958091139793396	-0.8958091139793396	ok
-2.648148775100708	sin	-0.4736616015434265	-0.4736616015434265	ok
-2.648148775100708	cos	-0.8807068467140198	-0.8807068467140198	ok
-2.6152524948120117	sin	-0.5023723840713501	-0.5023723840713501	ok
-2.6152524948120117	cos	-0.8646514415740967	-0.8646514415740967	ok
-2.5823564529418945	sin	-0.5305389165878296	-0.5305389165878296	ok
-2.5823564529418945	cos	-0.8476605415344238	-0.8476605415344238	ok
-2.5494601726531982	sin	-0.5581316947937012	-0.5581316947937012	ok
-2.5494601726531982	cos	-0.8297522664070129	-0.8297522664070129	ok
-2.516563892364502	sin	-0.585120677947998	-0.585120677947998	ok
-2.516563892364502	cos	-0.8109462857246399	-0.8109462857246399	ok
-2.4836676120758057	sin	-0.6114761829376221	-0.6114761829376221	ok
-2.4836676120758057	cos	-0.7912627458572388	-0.7912627458572388	ok
-2.4507713317871094	sin	-0.6371704339981079	-0.6371704339981079	ok
-2.4507713317871094	cos	-0.7707229256629944	-0.7707229256629944	ok
-2.417875051498413	sin	-0.6621750593185425	-0.6621750593185425	ok
-2.417875051498413	cos	-0.7493492960929871	-0.7493492960929871	ok
-2.384978771209717	sin	-0.6864630579948425	-0.6864630579948425	ok
-2.384978771209717	cos	-0.7271645069122314	-0.7271645069122314	ok
-2.3520824909210205	sin	-0.7100083827972412	-0.7100083827972412	ok
-2.3520824909210205	cos	-0.7041931748390198	-0.7041931748390198	ok
-2.319186210632324	sin	-0.7327853441238403	-0.7327853441238403	ok
-2.319186210632324	cos	-0.6804598569869995	-0.6804598569869995	ok
-2.286289930343628	sin	-0.7547695636749268	-0.7547695636749268	ok
-2.286289930343628	cos	-0.6559900045394897	-0.6559900045394897	ok
-2.2533936500549316	sin	-0.7759367823600769	-0.7759367823600769	ok
-2.2533936500549316	cos	-0.6308104991912842	-0.6308104991912842	ok
-2.2204973697662354	sin	-0.7962646484375	-0.7962646484375	ok
-2.2204973697662354	cos	-0.6049483418464661	-0.6049483418464661	ok
-2.187601327896118	sin	-0.815730631351471	-0.815730631351471	ok
-2.187601327896118	cos	-0.5784319043159485	-0.5784319043159485	ok
-2.154705047607422	sin	-0.8343141078948975	-0.8343141078948975	ok
-2.154705047607422	cos	-0.5512892007827759	-0.5512892007827759	ok
-2.1218087673187256	sin	-0.8519948124885559	-0.8519948124885559	ok
-2.1218087673187256	cos	-0.5235500335693359	-0.5235500335693359	ok
-2.0889124870300293	sin	-0.8687536120414734	-0.8687536120414734	ok
-2.0889124870300293	cos	-0.49524447321891785	-0.49524447321891785	ok
-2.056016206741333	sin	-0.884572446346283	-0.884572446346283	ok
-2.056016206741333	cos	-0.4664028286933899	-0.4664028286933899	ok
-2.0231199264526367	sin	-0.899433970451355	-0.899433970451355	ok
-2.0231199264526367	cos	-0.43705663084983826	-0.43705663084983826	ok
-1.9902236461639404	sin	-0.9133222103118896	-0.9133222103118896	ok
-1.9902236461639404	cos	-0.4072374701499939	-0.4072374701499939	ok
-1.9573273658752441	sin	-0.9262222647666931	-0.9262222647666931	ok
-1.9573273658752441	cos	-0.37697768211364746	-0.37697768211364746	ok
-1.9244312047958374	sin	-0.9381201267242432	-0.9381201267242432	ok
-1.9244312047958374	cos	-0.34630995988845825	-0.34630995988845825	ok
-1.8915349245071411	sin	-0.9490028619766235	-0.9490028619766235	ok
-1.8915349245071411	cos	-0.31526756286621094	-0.31526756286621094	ok
-1.8586386442184448	sin	-0.9588585495948792	-0.9588585495948792	ok
-1.8586386442184448	cos	-0.2838839888572693	-0.2838839888572693	ok
-1.8257423639297485	sin	-0.9676768779754639	-0.9676768779754639	ok
-1.8257423639297485	cos	-0.2521932125091553	-0.2521932125091553	ok
-1.7928460836410522	sin	-0.9754481315612793	-0.9754481315612793	ok
-1.7928460836410522	cos	-0.22022952139377594	-0.22022952139377594	ok
-1.759949803352356	sin	-0.9821637272834778	-0.9821637272834778	ok
-1.759949803352356	cos	-0.1880275309085846	-0.1880275309085846	ok
-1.7270536422729492	sin	-0.9878166913986206	-0.9878166913986206	ok
-1.7270536422729492	cos	-0.1556221842765808	-0.1556221842765808	ok
-1.694157361984253	sin	-0.992400586605072	-0.992400586605072	ok
-1.694157361984253	cos	-0.12304837256669998	-0.12304837256669998	ok
-1.6612610816955566	sin	-0.9959108829498291	-0.9959108829498291	ok
-1.6612610816955566	cos	-0.09034137427806854	-0.09034137427806854	ok
-1.6283648014068604	sin	-0.998343288898468	-0.998343288898468	ok
-1.6283648014068604	cos	-0.05753668397665024	-0.05753668397665024	ok
-1.595468521118164	sin	-0.9996955394744873	-0.9996955394744873	ok
-1.595468521118164	cos	-0.024669699370861053	-0.024669699370861053	ok
-1.5625723600387573	sin	-0.9999661445617676	-0.9999661445617676	ok
-1.5625723600387573	cos	0.00822392851114273	0.00822392851114273	ok
-1.529676079750061	sin	-0.9991546869277954	-0.9991546869277954	ok
-1.529676079750061	cos	0.041108690202236176	0.041108690202236176	ok
-1.4967797994613647	sin	-0.9972619414329529	-0.9972619414329529	ok
-1.4967797994613647	cos	0.07394895702600479	0.07394895702600479	ok
-1.4638835191726685	sin	-0.994290292263031	-0.994290292263031	ok
-1.4638835191726685	cos	0.10670921951532364	0.10670921951532364	ok
-1.4309872388839722	sin	-0.990242600440979	-0.990242600440979	ok
-1.4309872388839722	cos	0.13935407996177673	0.13935407996177673	ok
-1.3980909585952759	sin	-0.9851234555244446	-0.9851234555244446	ok
-1.3980909585952759	cos	0.1718481183052063	0.1718481183052063	ok
-1.3651947975158691	sin	-0.9789382815361023	-0.9789382815361023	ok
-1.3651947975158691	cos	0.2041560709476471	0.2041560709476471	ok
-1.3322985172271729	sin	-0.9716939330101013	-0.9716939330101013	ok
-1.3322985172271729	cos	0.23624324798583984	0.23624324798583984	ok
-1.2994022369384766	sin	-0.9633980989456177	-0.9633980989456177	ok
-1.2994022369384766	cos	0.26807475090026855	0.26807475090026855	ok
-1.2665059566497803	sin	-0.9540597796440125	-0.9540597796440125	ok
-1.2665059566497803	cos	0.2996162474155426	0.2996162474155426	ok
-1.233609676361084	sin	-0.9436891674995422	-0.9436891674995422	ok
-1.233609676361084	cos	0.33083346486091614	0.33083346486091614	ok
-1.2007135152816772	sin	-0.9322974681854248	-0.9322974681854248	ok
-1.2007135152816772	cos	0.3616926074028015	0.3616926074028015	ok
-1.167817234992981	sin	-0.9198967814445496	-0.9198967814445496	ok
-1.167817234992981	cos	0.392160564661026	0.392160564661026	ok
-1.1349209547042847	sin	-0.9065008163452148	-0.9065008163452148	ok
-1.1349209547042847	cos	0.4222041070461273	0.4222041070461273	ok
-1.1020246744155884	sin	-0.8921239376068115	-0.8921239376068115	ok
-1.1020246744155884	cos	0.45179077982902527	0.45179077982902527	ok
-1.069128394126892	sin	-0.8767817616462708	-0.8767817616462708	ok
-1.069128394126892	cos	0.48088863492012024	0.48088863492012024	ok
-1.0362321138381958	sin	-0.8604906797409058	-0.8604906797409058	ok
-1.0362321138381958	cos	0.5094661116600037	0.5094661116600037	ok
-1.003335952758789	sin	-0.8432687520980835	-0.8432687520980835	ok
-1.003335952758789	cos	0.5374922156333923	0.5374922156333923	ok
-0.970439612865448	sin	-0.8251341581344604	-0.8251341581344604	ok
-0.970439612865448	cos	0.5649368762969971	0.5649368762969971	ok
-0.9375433921813965	sin	-0.8061068058013916	-0.8061068058013916	ok
-0.9375433921813965	cos	0.5917701125144958	0.5917701125144958	ok
-0.9046471118927002	sin	-0.7862071394920349	-0.7862071394920349	ok
-0.9046471118927002	cos	0.6179631352424622	0.6179631352424622	ok
-0.8717508912086487	sin	-0.7654567360877991	-0.7654567360877991	ok
-0.8717508912086487	cos	0.643487274646759	0.643487274646759	ok
-0.8388546109199524	sin	-0.7438781261444092	-0.7438781261444092	ok
-0.8388546109199524	cos	0.6683152914047241	0.6683152914047241	ok
-0.8059583306312561	sin	-0.7214946150779724	-0.7214946150779724	ok
-0.8059583306312561	cos	0.6924201250076294	0.6924201250076294	ok
-0.7730621099472046	sin	-0.6983303427696228	-0.6983303427696228	ok
-0.7730621099472046	cos	0.7157756686210632	0.7157756686210632	ok
-0.7401658296585083	sin	-0.6744104027748108	-0.6744104027748108	ok
-0.7401658296585083	cos	0.7383567094802856	0.7383567094802856	ok
-0.707269549369812	sin	-0.6497606635093689	-0.6497606635093689	ok
-0.707269549369812	cos	0.7601388692855835	0.7601388692855835	ok
-0.6743733286857605	sin	-0.624407947063446	-0.624407947063446	ok
-0.6743733286857605	cos	0.7810984253883362	0.7810984253883362	ok
-0.6414770483970642	sin	-0.5983794927597046	-0.5983794927597046	ok
-0.6414770483970642	cos	0.8012127876281738	0.8012127876281738	ok
-0.6085807681083679	sin	-0.5717036724090576	-0.5717036724090576	ok
-0.6085807681083679	cos	0.8204602599143982	0.8204602599143982	ok
-0.5756845474243164	sin	-0.5444090962409973	-0.5444090962409973	ok
-0.5756845474243164	cos	0.8388198614120483	0.8388198614120483	ok
-0.5427882671356201	sin	-0.5165255069732666	-0.5165255069732666	ok
-0.5427882671356201	cos	0.8562718033790588	0.8562718033790588	ok
-0.5098919868469238	sin	-0.4880829453468323	-0.4880829453468323	ok
-0.5098919868469238	cos	0.8727971911430359	0.8727971911430359	ok
-0.4769957661628723	sin	-0.45911237597465515	-0.45911237597465515	ok
-0.4769957661628723	cos	0.8883782029151917	0.8883782029151917	ok
-0.444099485874176	sin	-0.4296448826789856	-0.4296448826789856	ok
-0.444099485874176	cos	0.9029979109764099	0.9029979109764099	ok
-0.4112032353878021	sin	-0.39971253275871277	-0.39971253275871277	ok
-0.4112032353878021	cos	0.9166404604911804	0.9166404604911804	ok
-0.3783069849014282	sin	-0.3693477213382721	-0.3693477213382721	ok
-0.3783069849014282	cos	0.9292912483215332	0.9292912483215332	ok
-0.3454107344150543	sin	-0.33858317136764526	-0.33858317136764526	ok
-0.3454107344150543	cos	0.9409364461898804	0.9409364461898804	ok
-0.31251445412635803	sin	-0.3074522912502289	-0.3074522912502289	ok
-0.31251445412635803	cos	0.9515634775161743	0.9515634775161743	ok
-0.27961820363998413	sin	-0.27598869800567627	-0.27598869800567627	ok
-0.27961820363998413	cos	0.9611608386039734	0.9611608386039734	ok
-0.24672193825244904	sin	-0.24422647058963776	-0.24422647058963776	ok
-0.24672193825244904	cos	0.9697182178497314	0.9697182178497314	ok
-0.21382568776607513	sin	-0.21220001578330994	-0.21220001578330994	ok
-0.21382568776607513	cos	0.9772262573242188	0.9772262573242188	ok
-0.18092942237854004	sin	-0.17994390428066254	-0.17994390428066254	ok
-0.18092942237854004	cos	0.9836768507957458	0.9836768507957458	ok
-0.14803317189216614	sin	-0.14749310910701752	-0.14749310910701752	ok
-0.14803317189216614	cos	0.9890631437301636	0.9890631437301636	ok
-0.11513690650463104	sin	-0.114882692694664	-0.114882692694664	ok
-0.11513690650463104	cos	0.9933790564537048	0.9933790564537048	ok
-0.08224064856767654	sin	-0.08214797079563141	-0.08214797079563141	ok
-0.08224064856767654	cos	0.9966201186180115	0.9966201186180115	ok
-0.04934438690543175	sin	-0.04932436719536781	-0.04932436719536781	ok
-0.04934438690543175	cos	0.9987828135490417	0.9987828135490417	ok
-0.01644812896847725	sin	-0.016447387635707855	-0.016447387635707855	ok
-0.01644812896847725	cos	0.9998647570610046	0.9998647570610046	ok
0.01644812896847725	sin	0.016447387635707855	0.016447387635707855	ok
0.01644812896847725	cos	0.9998647570610046	0.9998647570610046	ok
0.04934438690543175	sin	0.04932436719536781	0.04932436719536781	ok
0.04934438690543175	cos	0.9987828135490417	0.9987828135490417	ok
0.08224064856767654	sin	0.08214797079563141	0.08214797079563141	ok
0.08224064856767654	cos	0.9966201186180115	0.9966201186180115	ok
0.11513690650463104	sin	0.114882692694664	0.114882692694664	ok
0.11513690650463104	cos	0.9933790564537048	0.9933790564537048	ok
0.14803317189216614	sin	0.14749310910701752	0.14749310910701752	ok
0.14803317189216614	cos	0.9890631437301636	0.9890631437301636	ok
0.18092942237854004	sin	0.17994390428066254	0.17994390428066254	ok
0.18092942237854004	cos	0.9836768507957458	0.9836768507957458	ok
0.21382568776607513	sin	0.21220001578330994	0.21220001578330994	ok
0.21382568776607513	cos	0.9772262573242188	0.9772262573242188	ok
0.24672193825244904	sin	0.24422647058963776	0.24422647058963776	ok
0.24672193825244904	cos	0.9697182178497314	0.9697182178497314	ok
0.27961820363998413	sin	0.27598869800567627	0.27598869800567627	ok
0.27961820363998413	cos	0.9611608386039734	0.9611608386039734	ok
0.31251445412635803	sin	0.3074522912502289	0.3074522912502289	ok
0.31251445412635803	cos	0.9515634775161743	0.9515634775161743	ok
0.3454107344150543	sin	0.33858317136764526	0.33858317136764526	ok
0.3454107344150543	cos	0.9409364461898804	0.9409364461898804	ok
0.3783069849014282	sin	0.3693477213382721	0.3693477213382721	ok
0.3783069849014282	cos	0.9292912483215332	0.9292912483215332	ok
0.4112032353878021	sin	0.39971253275871277	0.39971253275871277	ok
0.4112032353878021	cos	0.9166404604911804	0.9166404604911804	ok
0.444099485874176	sin	0.4296448826789856	0.4296448826789856	ok
0.444099485874176	cos	0.9029979109764099	0.9029979109764099	ok
0.4769957661628723	sin	0.45911237597465515	0.45911237597465515	ok
0.4769957661628723	cos	0.8883782029151917	0.8883782029151917	ok
0.5098919868469238	sin	0.4880829453468323	0.4880829453468323	ok
0.5098919868469238	cos	0.8727971911430359	0.8727971911430359	ok
0.5427882671356201	sin	0.5165255069732666	0.5165255069732666	ok
0.5427882671356201	cos	0.8562718033790588	0.8562718033790588	ok
0.5756845474243164	sin	0.5444090962409973	0.5444090962409973	ok
0.5756845474243164	cos	0.8388198614120483	0.8388198614120483	ok
0.6085807681083679	sin	0.5717036724090576	0.5717036724090576	ok
0.6085807681083679	cos	0.8204602599143982	0.8204602599143982	ok
0.6414770483970642	sin	0.5983794927597046	0.5983794927597046	ok
0.6414770483970642	cos	0.8012127876281738	0.8012127876281738	ok
0.6743733286857605	sin	0.624407947063446	0.624407947063446	ok
0.6743733286857605	cos	0.7810984253883362	0.7810984253883362	ok
0.707269549369812	sin	0.6497606635093689	0.6497606635093689	ok
0.707269549369812	cos	0.7601388692855835	0.7601388692855835	ok
0.7401658296585083	sin	0.6744104027748108	0.6744104027748108	ok
0.7401658296585083	cos	0.7383567094802856	0.7383567094802856	ok
0.7730621099472046	sin	0.6983303427696228	0.6983303427696228	ok
0.7730621099472046	cos	0.7157756686210632	0.7157756686210632	ok
0.8059583306312561	sin	0.7214946150779724	0.7214946150779724	ok
0.8059583306312561	cos	0.6924201250076294	0.6924201250076294	ok
0.8388546109199524	sin	0.7438781261444092	0.7438781261444092	ok
0.8388546109199524	cos	0.6683152914047241	0.6683152914047241	ok
0.8717508912086487	sin	0.7654567360877991	0.7654567360877991	ok
0.8717508912086487	cos	0.643487274646759	0.643487274646759	ok
0.9046471118927002	sin	0.7862071394920349	0.7862071394920349	ok
0.9046471118927002	cos	0.6179631352424622	0.6179631352424622	ok
0.9375433921813965	sin	0.8061068058013916	0.8061068058013916	ok
0.9375433921813965	cos	0.5917701125144958	0.5917701125144958	ok
0.970439612865448	sin	0.8251341581344604	0.8251341581344604	ok
0.970439612865448	cos	0.5649368762969971	0.5649368762969971	ok
1.003335952758789	sin	0.8432687520980835	0.8432687520980835	ok
1.003335952758789	cos	0.5374922156333923	0.5374922156333923	ok
1.0362321138381958	sin	0.8604906797409058	0.8604906797409058	ok
1.0362321138381958	cos	0.5094661116600037	0.5094661116600037	ok
1.069128394126892	sin	0.8767817616462708	0.8767817616462708	ok
1.069128394126892	cos	0.48088863492012024	0.48088863492012024	ok
1.1020246744155884	sin	0.8921239376068115	0.8921239376068115	ok
1.1020246744155884	cos	0.45179077982902527	0.45179077982902527	ok
1.1349209547042847	sin	0.9065008163452148	0.9065008163452148	ok
1.1349209547042847	cos	0.4222041070461273	0.4222041070461273	ok
1.167817234992981	sin	0.9198967814445496	0.9198967814445496	ok
1.167817234992981	cos	0.392160564661026	0.392160564661026	ok
1.2007135152816772	sin	0.9322974681854248	0.9322974681854248	ok
1.2007135152816772	cos	0.3616926074028015	0.3616926074028015	ok
1.233609676361084	sin	0.9436891674995422	0.9436891674995422	ok
1.233609676361084	cos	0.33083346486091614	0.33083346486091614	ok
1.2665059566497803	sin	0.9540597796440125	0.9540597796440125	ok
1.2665059566497803	cos	0.2996162474155426	0.2996162474155426	ok
1.2994022369384766	sin	0.9633980989456177	0.9633980989456177	ok
1.2994022369384766	cos	0.26807475090026855	0.26807475090026855	ok
1.3322985172271729	sin	0.9716939330101013	0.9716939330101013	ok
1.3322985172271729	cos	0.23624324798583984	0.23624324798583984	ok
1.3651947975158691	sin	0.9789382815361023	0.9789382815361023	ok
1.3651947975158691	cos	0.2041560709476471	0.2041560709476471	ok
1.3980909585952759	sin	0.9851234555244446	0.9851234555244446	ok
1.3980909585952759	cos	0.1718481183052063	0.1718481183052063	ok
1.4309872388839722	sin	0.990242600440979	0.990242600440979	ok
1.4309872388839722	cos	0.13935407996177673	0.13935407996177673	ok
1.4638835191726685	sin	0.994290292263031	0.994290292263031	ok
1.4638835191726685	cos	0.10670921951532364	0.10670921951532364	ok
1.4967797994613647	sin	0.9972619414329529	0.9972619414329529	ok
1.4967797994613647	cos	0.07394895702600479	0.07394895702600479	ok
1.529676079750061	sin	0.9991546869277954	0.9991546869277954	ok
1.529676079750061	cos	0.041108690202236176	0.041108690202236176	ok
1.5625723600387573	sin	0.9999661445617676	0.9999661445617676	ok
1.5625723600387573	cos	0.00822392851114273	0.00822392851114273	ok
1.595468521118164	sin	0.9996955394744873	0.9996955394744873	ok
1.595468521118164	cos	-0.024669699370861053	-0.024669699370861053	ok
1.6283648014068604	sin	0.998343288898468	0.998343288898468	ok
1.6283648014068604	cos	-0.05753668397665024	-0.05753668397665024	ok
1.6612610816955566	sin	0.9959108829498291	0.9959108829498291	ok
1.6612610816955566	cos	-0.09034137427806854	-0.09034137427806854	ok
1.694157361984253	sin	0.992400586605072	0.992400586605072	ok
1.694157361984253	cos	-0.12304837256669998	-0.12304837256669998	ok
1.7270536422729492	sin	0.9878166913986206	0.9878166913986206	ok
1.7270536422729492	cos	-0.1556221842765808	-0.1556221842765808	ok
1.759949803352356	sin	0.9821637272834778	0.9821637272834778	ok
1.759949803352356	cos	-0.1880275309085846	-0.1880275309085846	ok
1.7928460836410522	sin	0.9754481315612793	0.9754481315612793	ok
1.7928460836410522	cos	-0.22022952139377594	-0.22022952139377594	ok
1.8257423639297485	sin	0.9676768779754639	0.9676768779754639	ok
1.8257423639297485	cos	-0.2521932125091553	-0.2521932125091553	ok
1.8586386442184448	sin	0.9588585495948792	0.9588585495948792	ok
1.8586386442184448	cos	-0.2838839888572693	-0.2838839888572693	ok
1.8915349245071411	sin	0.9490028619766235	0.9490028619766235	ok
1.8915349245071411	cos	-0.31526756286621094	-0.31526756286621094	ok
1.9244312047958374	sin	0.9381201267242432	0.9381201267242432	ok
1.9244312047958374	cos	-0.34630995988845825	-0.34630995988845825	ok
1.9573273658752441	sin	0.9262222647666931	0.9262222647666931	ok
1.9573273658752441	cos	-0.37697768211364746	-0.37697768211364746	ok
1.9902236461639404	sin	0.9133222103118896	0.9133222103118896	ok
1.9902236461639404	cos	-0.4072374701499939	-0.4072374701499939	ok
2.0231199264526367	sin	0.899433970451355	0.899433970451355	ok
2.0231199264526367	cos	-0.43705663084983826	-0.43705663084983826	ok
2.056016206741333	sin	0.884572446346283	0.884572446346283	ok
2.056016206741333	cos	-0.4664028286933899	-0.4664028286933899	ok
2.0889124870300293	sin	0.8687536120414734	0.8687536120414734	ok
2.0889124870300293	cos	-0.49524447321891785	-0.49524447321891785	ok
2.1218087673187256	sin	0.8519948124885559	0.8519948124885559	ok
2.1218087673187256	cos	-0.5235500335693359	-0.5235500335693359	ok
2.154705047607422	sin	0.8343141078948975	0.8343141078948975	ok
2.154705047607422	cos	-0.5512892007827759	-0.5512892007827759	ok
2.187601327896118	sin	0.815730631351471	0.815730631351471	ok
2.187601327896118	cos	-0.5784319043159485	-0.5784319043159485	ok
2.2204973697662354	sin	0.7962646484375	0.7962646484375	ok
2.2204973697662354	cos	-0.6049483418464661	-0.6049483418464661	ok
2.2533936500549316	sin	0.7759367823600769	0.7759367823600769	ok
2.2533936500549316	cos	-0.6308104991912842	-0.6308104991912842	ok
2.286289930343628	sin	0.7547695636749268	0.7547695636749268	ok
2.286289930343628	cos	-0.6559900045394897	-0.6559900045394897	ok
2.319186210632324	sin	0.7327853441238403	0.7327853441238403	ok
2.319186210632324	cos	-0.6804598569869995	-0.6804598569869995	ok
2.3520824909210205	sin	0.7100083827972412	0.7100083827972412	ok
2.3520824909210205	cos	-0.7041931748390198	-0.7041931748390198	ok
2.384978771209717	sin	0.6864630579948425	0.6864630579948425	ok
2.384978771209717	cos	-0.7271645069122314	-0.7271645069122314	ok
2.417875051498413	sin	0.6621750593185425	0.6621750593185425	ok
2.417875051498413	cos	-0.7493492960929871	-0.7493492960929871	ok
2.4507713317871094	sin	0.6371704339981079	0.6371704339981079	ok
2.4507713317871094	cos	-0.7707229256629944	-0.7707229256629944	ok
2.4836676120758057	sin	0.6114761829376221	0.6114761829376221	ok
2.4836676120758057	cos	-0.7912627458572388	-0.7912627458572388	ok
2.516563892364502	sin	0.585120677947998	0.585120677947998	ok
2.516563892364502	cos	-0.8109462857246399	-0.8109462857246399	ok
2.5494601726531982	sin	0.5581316947937012	0.5581316947937012	ok
2.5494601726531982	cos	-0.8297522664070129	-0.8297522664070129	ok
2.5823564529418945	sin	0.5305389165878296	0.5305389165878296	ok
2.5823564529418945	cos	-0.8476605415344238	-0.8476605415344238	ok
2.6152524948120117	sin	0.5023723840713501	0.5023723840713501	ok
2.6152524948120117	cos	-0.8646514415740967	-0.8646514415740967	ok
2.648148775100708	sin	0.4736616015434265	0.4736616015434265	ok
2.648148775100708	cos	-0.8807068467140198	-0.8807068467140198	ok
2.6810450553894043	sin	0.4444388747215271	0.4444388747215271	ok
2.6810450553894043	cos	-0.8958091139793396	-0.8958091139793396	ok
2.7139413356781006	sin	0.4147348999977112	0.4147348999977112	ok
2.7139413356781006	cos	-0.9099423289299011	-0.9099423289299011	ok
2.746837615966797	sin	0.3845822513103485	0.3845822513103485	ok
2.746837615966797	cos	-0.9230908155441284	-0.9230908155441284	ok
2.779733896255493	sin	0.35401326417922974	0.35401326417922974	ok
2.779733896255493	cos	-0.9352402687072754	-0.9352402687072754	ok
2.8126301765441895	sin	0.32306137681007385	0.32306137681007385	ok
2.8126301765441895	cos	-0.9463778138160706	-0.9463778138160706	ok
2.8455264568328857	sin	0.29176002740859985	0.29176002740859985	ok
2.8455264568328857	cos	-0.9564914107322693	-0.9564914107322693	ok
2.878422737121582	sin	0.26014262437820435	0.26014262437820435	ok
2.878422737121582	cos	-0.9655701518058777	-0.9655701518058777	ok
2.9113190174102783	sin	0.22824372351169586	0.22824372351169586	ok
2.9113190174102783	cos	-0.9736040234565735	-0.9736040234565735	ok
2.9442152976989746	sin	0.19609840214252472	0.19609840214252472	ok
2.9442152976989746	cos	-0.9805843830108643	-0.9805843830108643	ok
2.977111339569092	sin	0.16374081373214722	0.16374081373214722	ok
2.977111339569092	cos	-0.9865031838417053	-0.9865031838417053	ok
3.010007619857788	sin	0.13120554387569427	0.13120554387569427	ok
3.010007619857788	cos	-0.9913551807403564	-0.9913551807403564	ok
3.0429039001464844	sin	0.09852859377861023	0.09852859377861023	ok
3.0429039001464844	cos	-0.9951341152191162	-0.9951341152191162	ok
3.0758001804351807	sin	0.06574481725692749	0.06574481725692749	ok
3.0758001804351807	cos	-0.9978364706039429	-0.9978364706039429	ok
3.108696460723877	sin	0.03289058059453964	0.03289058059453964	ok
3.108696460723877	cos	-0.999458909034729	-0.999458909034729	ok
3.1415927410125732	sin	-2.905726432800293e-07	-2.905726432800293e-07	ok
3.1415927410125732	cos	-0.9999997019767761	-0.9999997019767761	ok
