# Retail vectors for the input record, produced by micro-executing 0x821CAA50.
# Every row is one run: the fields the native port reads, and the record bytes
# retail left behind, read from the harness's 0x00 poison pass -- which is also
# the state 0x821CA908 clears the record to before the consumer runs.
#
# Committed so tests/retail_input_record_differential_tests.cpp can run inside
# ctest without Ghidra. Regenerate with tools/emit_input_record_vectors.py.
#
# The `pressed` and `released` sweeps are NOT here: they change no record byte,
# so they are a negative result and belong in the report, not in a vector table
# that exists to pin values.
#
# columns: case held scalar14 scalar15 halves flags slots
axis-LYp-0040	0x00000000	0x0000	0x0000	LY+=0x0040	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3B000100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0041	0x00000000	0x0000	0x0000	LY+=0x0041	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3B020104,0x54=0x80000000,0x58=0x80000000
axis-LYp-007f	0x00000000	0x0000	0x0000	LY+=0x007F	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3B7E01FC,0x54=0x80000000,0x58=0x80000000
axis-LYp-0080	0x00000000	0x0000	0x0000	LY+=0x0080	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3B800100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0081	0x00000000	0x0000	0x0000	LY+=0x0081	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3B810102,0x54=0x80000000,0x58=0x80000000
axis-LYp-00ff	0x00000000	0x0000	0x0000	LY+=0x00FF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3BFF01FE,0x54=0x80000000,0x58=0x80000000
axis-LYp-0100	0x00000000	0x0000	0x0000	LY+=0x0100	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3C000100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0101	0x00000000	0x0000	0x0000	LY+=0x0101	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3C008101,0x54=0x80000000,0x58=0x80000000
axis-LYp-01ff	0x00000000	0x0000	0x0000	LY+=0x01FF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3C7F81FF,0x54=0x80000000,0x58=0x80000000
axis-LYp-0200	0x00000000	0x0000	0x0000	LY+=0x0200	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3C800100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0201	0x00000000	0x0000	0x0000	LY+=0x0201	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3C804100,0x54=0x80000000,0x58=0x80000000
axis-LYp-03ff	0x00000000	0x0000	0x0000	LY+=0x03FF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3CFFC200,0x54=0x80000000,0x58=0x80000000
axis-LYp-0400	0x00000000	0x0000	0x0000	LY+=0x0400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D000100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0401	0x00000000	0x0000	0x0000	LY+=0x0401	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D002100,0x54=0x80000000,0x58=0x80000000
axis-LYp-07fe	0x00000000	0x0000	0x0000	LY+=0x07FE	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D7FC200,0x54=0x80000000,0x58=0x80000000
axis-LYp-07ff	0x00000000	0x0000	0x0000	LY+=0x07FF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D7FE200,0x54=0x80000000,0x58=0x80000000
axis-LYp-0800	0x00000000	0x0000	0x0000	LY+=0x0800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D800100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0801	0x00000000	0x0000	0x0000	LY+=0x0801	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D801100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0802	0x00000000	0x0000	0x0000	LY+=0x0802	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3D802100,0x54=0x80000000,0x58=0x80000000
axis-LYp-0c00	0x00000000	0x0000	0x0000	LY+=0x0C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3DC00180,0x54=0x80000000,0x58=0x80000000
axis-LYp-0fff	0x00000000	0x0000	0x0000	LY+=0x0FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3DFFF200,0x54=0x80000000,0x58=0x80000000
axis-LYp-1000	0x00000000	0x0000	0x0000	LY+=0x1000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E000100,0x54=0x80000000,0x58=0x80000000
axis-LYp-1001	0x00000000	0x0000	0x0000	LY+=0x1001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E000900,0x54=0x80000000,0x58=0x80000000
axis-LYp-1400	0x00000000	0x0000	0x0000	LY+=0x1400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E200140,0x54=0x80000000,0x58=0x80000000
axis-LYp-1800	0x00000000	0x0000	0x0000	LY+=0x1800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E400180,0x54=0x80000000,0x58=0x80000000
axis-LYp-1c00	0x00000000	0x0000	0x0000	LY+=0x1C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E6001C0,0x54=0x80000000,0x58=0x80000000
axis-LYp-1fff	0x00000000	0x0000	0x0000	LY+=0x1FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E7FFA00,0x54=0x80000000,0x58=0x80000000
axis-LYp-2000	0x00000000	0x0000	0x0000	LY+=0x2000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E800100,0x54=0x80000000,0x58=0x80000000
axis-LYp-2001	0x00000000	0x0000	0x0000	LY+=0x2001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E800500,0x54=0x80000000,0x58=0x80000000
axis-LYp-2400	0x00000000	0x0000	0x0000	LY+=0x2400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3E900120,0x54=0x80000000,0x58=0x80000000
axis-LYp-2800	0x00000000	0x0000	0x0000	LY+=0x2800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3EA00140,0x54=0x80000000,0x58=0x80000000
axis-LYp-2c00	0x00000000	0x0000	0x0000	LY+=0x2C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3EB00160,0x54=0x80000000,0x58=0x80000000
axis-LYp-3000	0x00000000	0x0000	0x0000	LY+=0x3000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3EC00180,0x54=0x80000000,0x58=0x80000000
axis-LYp-3400	0x00000000	0x0000	0x0000	LY+=0x3400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3ED001A0,0x54=0x80000000,0x58=0x80000000
axis-LYp-3800	0x00000000	0x0000	0x0000	LY+=0x3800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3EE001C0,0x54=0x80000000,0x58=0x80000000
axis-LYp-3c00	0x00000000	0x0000	0x0000	LY+=0x3C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3EF001E0,0x54=0x80000000,0x58=0x80000000
axis-LYp-3fff	0x00000000	0x0000	0x0000	LY+=0x3FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3EFFFE00,0x54=0x80000000,0x58=0x80000000
axis-LYp-4000	0x00000000	0x0000	0x0000	LY+=0x4000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F000100,0x54=0x80000000,0x58=0x80000000
axis-LYp-4001	0x00000000	0x0000	0x0000	LY+=0x4001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F000300,0x54=0x80000000,0x58=0x80000000
axis-LYp-4400	0x00000000	0x0000	0x0000	LY+=0x4400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F080110,0x54=0x80000000,0x58=0x80000000
axis-LYp-4800	0x00000000	0x0000	0x0000	LY+=0x4800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F100120,0x54=0x80000000,0x58=0x80000000
axis-LYp-4c00	0x00000000	0x0000	0x0000	LY+=0x4C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F180130,0x54=0x80000000,0x58=0x80000000
axis-LYp-5000	0x00000000	0x0000	0x0000	LY+=0x5000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F200140,0x54=0x80000000,0x58=0x80000000
axis-LYp-5400	0x00000000	0x0000	0x0000	LY+=0x5400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F280150,0x54=0x80000000,0x58=0x80000000
axis-LYp-5800	0x00000000	0x0000	0x0000	LY+=0x5800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F300160,0x54=0x80000000,0x58=0x80000000
axis-LYp-5c00	0x00000000	0x0000	0x0000	LY+=0x5C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F380170,0x54=0x80000000,0x58=0x80000000
axis-LYp-6000	0x00000000	0x0000	0x0000	LY+=0x6000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F400180,0x54=0x80000000,0x58=0x80000000
axis-LYp-6400	0x00000000	0x0000	0x0000	LY+=0x6400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F480190,0x54=0x80000000,0x58=0x80000000
axis-LYp-6800	0x00000000	0x0000	0x0000	LY+=0x6800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F5001A0,0x54=0x80000000,0x58=0x80000000
axis-LYp-6c00	0x00000000	0x0000	0x0000	LY+=0x6C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F5801B0,0x54=0x80000000,0x58=0x80000000
axis-LYp-7000	0x00000000	0x0000	0x0000	LY+=0x7000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F6001C0,0x54=0x80000000,0x58=0x80000000
axis-LYp-7400	0x00000000	0x0000	0x0000	LY+=0x7400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F6801D0,0x54=0x80000000,0x58=0x80000000
axis-LYp-7800	0x00000000	0x0000	0x0000	LY+=0x7800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F7001E0,0x54=0x80000000,0x58=0x80000000
axis-LYp-7c00	0x00000000	0x0000	0x0000	LY+=0x7C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F7801F0,0x54=0x80000000,0x58=0x80000000
axis-LYp-7ffe	0x00000000	0x0000	0x0000	LY+=0x7FFE	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F7FFE00,0x54=0x80000000,0x58=0x80000000
axis-LYp-7fff	0x00000000	0x0000	0x0000	LY+=0x7FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x3F800000,0x54=0x80000000,0x58=0x80000000
axis-LYp-8000	0x00000000	0x0000	0x0000	LY+=0x8000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-8001	0x00000000	0x0000	0x0000	LY+=0x8001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-8400	0x00000000	0x0000	0x0000	LY+=0x8400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-8800	0x00000000	0x0000	0x0000	LY+=0x8800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-8c00	0x00000000	0x0000	0x0000	LY+=0x8C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-9000	0x00000000	0x0000	0x0000	LY+=0x9000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-9400	0x00000000	0x0000	0x0000	LY+=0x9400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-9800	0x00000000	0x0000	0x0000	LY+=0x9800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-9c00	0x00000000	0x0000	0x0000	LY+=0x9C00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-a000	0x00000000	0x0000	0x0000	LY+=0xA000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-a400	0x00000000	0x0000	0x0000	LY+=0xA400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-a800	0x00000000	0x0000	0x0000	LY+=0xA800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-ac00	0x00000000	0x0000	0x0000	LY+=0xAC00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-b000	0x00000000	0x0000	0x0000	LY+=0xB000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-b400	0x00000000	0x0000	0x0000	LY+=0xB400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-b800	0x00000000	0x0000	0x0000	LY+=0xB800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-bc00	0x00000000	0x0000	0x0000	LY+=0xBC00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-bfff	0x00000000	0x0000	0x0000	LY+=0xBFFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-c000	0x00000000	0x0000	0x0000	LY+=0xC000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-c400	0x00000000	0x0000	0x0000	LY+=0xC400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-c800	0x00000000	0x0000	0x0000	LY+=0xC800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-cc00	0x00000000	0x0000	0x0000	LY+=0xCC00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-d000	0x00000000	0x0000	0x0000	LY+=0xD000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-d400	0x00000000	0x0000	0x0000	LY+=0xD400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-d800	0x00000000	0x0000	0x0000	LY+=0xD800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-dc00	0x00000000	0x0000	0x0000	LY+=0xDC00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-e000	0x00000000	0x0000	0x0000	LY+=0xE000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-e400	0x00000000	0x0000	0x0000	LY+=0xE400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-e800	0x00000000	0x0000	0x0000	LY+=0xE800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-ec00	0x00000000	0x0000	0x0000	LY+=0xEC00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-f000	0x00000000	0x0000	0x0000	LY+=0xF000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-f400	0x00000000	0x0000	0x0000	LY+=0xF400	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-f800	0x00000000	0x0000	0x0000	LY+=0xF800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-fc00	0x00000000	0x0000	0x0000	LY+=0xFC00	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-fffe	0x00000000	0x0000	0x0000	LY+=0xFFFE	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LYp-ffff	0x00000000	0x0000	0x0000	LY+=0xFFFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-0000	0x00000000	0x0000	0x0000	LX+=0x0000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-0001	0x00000000	0x0000	0x0000	LX+=0x0001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x38000100,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-07fe	0x00000000	0x0000	0x0000	LX+=0x07FE	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3D7FC200,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-07ff	0x00000000	0x0000	0x0000	LX+=0x07FF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3D7FE200,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-0800	0x00000000	0x0000	0x0000	LX+=0x0800	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3D800100,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-0801	0x00000000	0x0000	0x0000	LX+=0x0801	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3D801100,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-0802	0x00000000	0x0000	0x0000	LX+=0x0802	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3D802100,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-1fff	0x00000000	0x0000	0x0000	LX+=0x1FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3E7FFA00,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-2000	0x00000000	0x0000	0x0000	LX+=0x2000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3E800100,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-2001	0x00000000	0x0000	0x0000	LX+=0x2001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3E800500,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-3fff	0x00000000	0x0000	0x0000	LX+=0x3FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3EFFFE00,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-4000	0x00000000	0x0000	0x0000	LX+=0x4000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3F000100,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-4001	0x00000000	0x0000	0x0000	LX+=0x4001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3F000300,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-7ffe	0x00000000	0x0000	0x0000	LX+=0x7FFE	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3F7FFE00,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-7fff	0x00000000	0x0000	0x0000	LX+=0x7FFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x3F800000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-8000	0x00000000	0x0000	0x0000	LX+=0x8000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-8001	0x00000000	0x0000	0x0000	LX+=0x8001	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-bfff	0x00000000	0x0000	0x0000	LX+=0xBFFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-c000	0x00000000	0x0000	0x0000	LX+=0xC000	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-fffe	0x00000000	0x0000	0x0000	LX+=0xFFFE	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
axis-LXp-ffff	0x00000000	0x0000	0x0000	LX+=0xFFFF	0x00000000	0x44=0x00000000,0x48=0x00000000,0x4C=0x80000000,0x50=0x80000000,0x54=0x80000000,0x58=0x80000000
